,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
10049,S45707,2020-035BC,Starlink 1412,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,365,370,53.0,S,,,
10050,S45708,2020-035BD,Starlink 1418,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,365,369,53.0,S,,,
10051,S45709,2020-035BE,Starlink 1421,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,364,368,53.0,S,,,
10052,S45710,2020-035BF,Starlink 1423,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,364,368,53.0,S,,,
10053,S45711,2020-035BG,Starlink 1433,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,365,368,53.0,S,,,
10054,S45712,2020-035BH,Starlink 1434,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.4,323,362,53.0,S,,,
10055,S45713,2020-035BJ,Starlink 1436 (VisorSat),2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,365,369,53.0,S,,,
10056,S45714,2020-035BK,Starlink 1437,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,365,369,53.0,S,,,
10057,S45715,2020-035BL,Starlink 1438,2020 Jun  4,2021 Jun 23,2021 Jun 23,2021 Jun 23,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.9,365,369,53.0,S,,,
10058,S45716,2020-035BM,Starlink 1439,2020 Jun  4,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,90.5,258,342,53.0,S,,,
10059,S45721,2020-036A,HY 1C,2020 Jun 10,*,*,*,,HY-1,,,,C,IMG,[CN],,,,,,S,,,
10060,S45723,2020-037A,USA 301,2020 Jun 13,*,*,*,,NRO TS,,,,D,SIG?*,US,ST/SG/SER.E/951,96.4,584,590,97.1,S,,,
10061,S45724,2020-037B,USA 302,2020 Jun 13,*,*,*,,NRO TS,,,,D,SIG?*,US,ST/SG/SER.E/951,96.4,584,590,97.7,S,,,
10062,S45725,2020-037C,USA 303,2020 Jun 13,*,*,*,,NRO TS,,,,D,SIG?*,US,ST/SG/SER.E/951,96.4,584,590,97.7,S,,,
10063,S45726,2020-037D,ANDESITE,2020 Jun 13,2021 Jun 13,2021 Jun 14?,2021 Jun 14?,,BU,,,,A,SCI*,US,ST/SG/SER.E/951,96.5,581,602,97.7,F,,,
10064,S45727,2020-037E,M2 Pathfinder,2020 Jun 13,2021 Aug 29,*,*,,RAAF,,,,A,COM*,AU,ST/SG/SER.E/986,96.3,584,604,97.7,S,,,
10065,S45730,2020-038A,Starlink 1461,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,473,475,53.0,S,,,
10066,S45731,2020-038B,Starlink 1465,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,475,477,53.0,S,,,
10067,S45732,2020-038C,Starlink 1466,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,474,476,53.0,S,,,
10068,S45733,2020-038D,Starlink 1467,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,476,476,53.0,S,,,
10069,S45734,2020-038E,Starlink 1468,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.7,501,503,53.0,S,,,
10070,S45735,2020-038F,Starlink 1471,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.2,479,481,53.0,S,,,
10071,S45736,2020-038G,Starlink 1472,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,474,476,53.0,S,,,
10072,S45737,2020-038H,Starlink 1473,2020 Jun 13,2021 Jun 23,2021 Jun 23,2021 Jun 23,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,91.1,327,328,53.0,S,,,
10073,S45738,2020-038J,Starlink 1474,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,476,478,53.0,S,,,
10074,S45739,2020-038K,Starlink 1475,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,380,53.0,S,,,
10075,S45740,2020-038L,Starlink 1479,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.2,479,480,53.0,S,,,
10076,S45741,2020-038M,Starlink 1480,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.1,473,475,53.0,S,,,
10077,S45742,2020-038N,Starlink 1481,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.6,500,502,53.0,S,,,
10078,S45743,2020-038P,Starlink 1483,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.2,476,478,53.0,S,,,
10079,S45744,2020-038Q,Starlink 1500,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.6,498,500,53.0,S,,,
10080,S45745,2020-038R,Starlink 1503,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.2,480,481,53.0,S,,,
10081,S45746,2020-038S,Starlink 1504,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.6,499,501,53.0,S,,,
10082,S45747,2020-038T,Starlink 1506,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.6,499,501,53.0,S,,,
10083,S45748,2020-038U,Starlink 1507,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.2,480,482,53.0,S,,,
10084,S45749,2020-038V,Starlink 1516,2020 Jun 13,2020 Jul  5,2020 Jul  5?,2021 May  1?,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.1,378,380,53.0,S,,,
10085,S45750,2020-038W,Starlink 1391,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10086,S45751,2020-038X,Starlink 1464,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10087,S45752,2020-038Y,Starlink 1469,2020 Jun 13,2020 Aug 30,2020 Aug 30?,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10088,S45753,2020-038Z,Starlink 1476,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10089,S45754,2020-038AA,Starlink 1477,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10090,S45755,2020-038AB,Starlink 1478,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10091,S45756,2020-038AC,Starlink 1484,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,380,53.0,S,,,
10092,S45757,2020-038AD,Starlink 1486,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10093,S45758,2020-038AE,Starlink 1487,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10094,S45759,2020-038AF,Starlink 1493,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10095,S45760,2020-038AG,Starlink 1494,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10096,S45761,2020-038AH,Starlink 1495,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10097,S45762,2020-038AJ,Starlink 1499,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10098,S45763,2020-038AK,Starlink 1501,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10099,S45764,2020-038AL,Starlink 1502,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,380,53.0,S,,,
10100,S45765,2020-038AM,Starlink 1508,2020 Jun 13,2021 Oct 12,2021 Oct 12,2021 Oct 12?,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10101,S45766,2020-038AN,Starlink 1509,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10102,S45767,2020-038AP,Starlink 1511,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10103,S45768,2020-038AQ,Starlink 1521,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10104,S45769,2020-038AR,Starlink 1459,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,94.2,480,482,53.0,S,,,
10105,S45770,2020-038AS,Starlink 1462,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10106,S45771,2020-038AT,Starlink 1463,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10107,S45772,2020-038AU,Starlink 1470,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10108,S45773,2020-038AV,Starlink 1482,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10109,S45774,2020-038AW,Starlink 1485,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,380,53.0,S,,,
10110,S45775,2020-038AX,Starlink 1488,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10111,S45776,2020-038AY,Starlink 1489,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.1,379,381,53.0,S,,,
10112,S45777,2020-038AZ,Starlink 1490,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10113,S45778,2020-038BA,Starlink 1491,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10114,S45779,2020-038BB,Starlink 1492,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10115,S45780,2020-038BC,Starlink 1496,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.1,379,380,53.0,S,,,
10116,S45781,2020-038BD,Starlink 1497,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10117,S45782,2020-038BE,Starlink 1498,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10118,S45783,2020-038BF,Starlink 1505,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10119,S45784,2020-038BG,Starlink 1510,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10120,S45785,2020-038BH,Starlink 1512,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10121,S45786,2020-038BJ,Starlink 1513,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,381,53.0,S,,,
10122,S45787,2020-038BK,Starlink 1517,2020 Jun 13,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/951,92.2,379,380,53.0,S,,,
10123,S45788,2020-038BL,SkySat C14,2020 Jun 13,*,*,*,,Skysat,,,M,B,IMG,US,ST/SG/SER.E/951,92.6,397,401,53.0,S,,,
10124,S45789,2020-038BM,SkySat C15,2020 Jun 13,*,*,*,,Skysat,,,M,B,IMG,US,ST/SG/SER.E/951,92.3,377,394,53.0,S,,,
10125,S45790,2020-038BN,SkySat C16,2020 Jun 13,*,*,*,,Skysat,,,M,B,IMG,US,ST/SG/SER.E/951,92.3,379,397,53.0,S,,,
10126,S45794,2020-039A,Gao Fen 9 03 xing,2020 Jun 17,*,*,*,,GF9,,,M,D,IMG,[CN],,,,,,S,,,
10127,S45795,2020-039B,ZDPS-3A,2020 Jun 17,*,*,*,,ZDPS,,,,A,TECH,[CN],,,,,,S,,,
10128,S45796,2020-039C,HEAD-5,2020 Jun 17,*,*,*,,HEAD,,,,B,COM,[CN],,,,,,S,,,
10129,S45800,1998-067RM,RedEye 2 (Merlot),2020 Feb 15,*,*,*,,DARPA RE,,,,D,TECH,US,ST/SG/SER.E/951,92.9,417,418,51.6,S,,,
10130,S45807,2020-040A,Beidou DW 55,2020 Jun 23,*,*,*,,Beidou-3G,,,M,D,NAV,[CN],,,,,,S,,,
10131,S45809,1998-067RN,RedEye 3 (Cabernet),2020 Feb 15,*,*,*,,DARPA RE,,,,D,TECH,US,ST/SG/SER.E/951,92.9,416,419,51.6,S,,,
10132,S45854,2020-041A,Navstar 79 (USA 304),2020 Jun 30,*,*,*,,GPS III,,,M,D,NAV,US,ST/SG/SER.E/951,718.0,20199,20164,55.1,S,,,
10133,S45856,2020-042A,Gao Fen Duomo Weixing,2020 Jul  3,*,*,*,,GF Duomo,,,M,D,IMG,[CN],,,,,,S,,,
10134,S45857,2020-042B,Bayi 02 xing,2020 Jul  3,*,*,*,,Bayi,,,,A,COM,[CN],,,,,,S,,,
10135,S45859,2020-043A,Shiyan 6-02,2020 Jul  4,*,*,*,,SW6,,,M,D,TECH,[CN],,,,,,S,,,
10136,S45860,2020-044A,'Ofeq-16,2020 Jul  6,*,*,*,,Ofeq,,,M,D,IMG,[IL],,,,,,S,,,
10137,S45863,2020-045A,Apstar 6D,2020 Jul  9,*,*,*,,Apstar,,,M,B,COM,[CN],,,,,,S,,,
10138,S45873,2020-046A,USA 305,2020 Jul 15,*,*,*,,NRO TS,,,M,D,SIG?*,US,ST/SG/SER.E/951,96.2,577,579,53.9,S,,,
10139,S45874,2020-046B,USA 306,2020 Jul 15,*,*,*,,NRO TS,,,M,D,SIG?*,US,ST/SG/SER.E/951,96.2,577,579,53.9,S,,,
10140,S45875,2020-046C,USA 307,2020 Jul 15,*,*,*,,NRO TS,,,M,D,SIG?*,US,ST/SG/SER.E/951,96.2,577,579,53.9,S,,,
10141,S45876,2020-046D,USA 308,2020 Jul 15,*,*,*,,NRO TS,,,M,D,SIG?*,US,ST/SG/SER.E/951,96.2,577,579,53.9,S,,,
10142,S45915,2019-079E,Kosmos-2543 projectile,2019 Nov 25,2020 Jul 15,2020 Jul 15,2020 Jul 15,,Nivelir,,,,D,TECH,[RU],,,,,,S,,,
10143,S45916,1998-067RP,DeMi,2020 Feb 15,2020 Feb 15,*,*,,MIT Cube,,,,A,TECH,US,ST/SG/SER.E/951,92.9,415,418,51.6,S,,,
10144,S45917,1998-067RQ,TechEdSat-10,2020 Feb 15,2020 Feb 15,2021 Mar 15?,2021 Mar 15?,,TES,,,,A,TECH,US,ST/SG/SER.E/951,92.9,410,418,51.6,S,,,
10145,S45918,2020-047A,Hope Probe,2020 Jul 19,*,*,*,,UAE HOPE,,,M,C,PLAN,UAE,ST/SG/SER.E/957,3300.0,20000,43000,18.6,S,,,[Mars orbit]
10146,S45920,2020-048A,ANASIS-II,2020 Jul 20,*,*,*,,Koreasat,,,M,D,COM,[KR],,,,,,S,,,
10147,S45935,2020-049A,Tianwen-1 Orbiter,2020 Jul 23,*,*,*,,Tianwen,,,M,C,PLAN,[CN],,,,,,S,,,
10148,S45937,2020-050A,Progress MS-15,2020 Jul 23,2021 Feb  9,2021 Feb  9,2021 Feb   9 0913,,Progress MS,,,M,C,SS,RU,ST/SG/SER.E/950,88.5,193,241,51.7,S,,,
10149,S45939,2020-051A,Zi Yuan 3 03 xing,2020 Jul 25,*,*,*,,ZY3,,,M,C,IMG,[CN],,,,,,S,,,
10150,S45940,2020-051B,Tianqi-10,2020 Jul 25,*,*,*,,Tianqi,,,,B,COM,[CN],,,,,,S,,,
10151,S45941,2020-051C,NJU-HKU No. 1,2020 Jul 25,*,*,*,,NJU,,,,A,AST,[CN],,,,,,S,,,
10152,S45983,2020-052A,Mars 2020,2020 Jul 30,*,*,*,,Mars Program,,,M,C,PLAN,US,ST/SG/SER.E/951,,,,,S,,,
10153,S45985,2020-053A,Express-103,2020 Jul 30,*,*,*,,Ekspress N,,,M,B,COM,RU,ST/SG/SER.E/950,1437.8,16671,54969,0.7,S,,,
10154,S45986,2020-053B,Express-80,2020 Jul 30,*,*,*,,Ekspress N,,,M,B,COM,RU,ST/SG/SER.E/950,1438.3,16691,54969,0.6,S,,,
10155,S46025,2020-054A,Gao Fen 9 04 xing,2020 Aug  6,*,*,*,,GF9,,,M,D,IMG,[CN],,,,,,S,,,
10156,S46026,2020-054B,ZyDKW,2020 Aug  6,*,*,*,,Tsinghua,,,,A,SCI,[CN],,,,,,S,,,
10157,S46027,2020-055A,Starlink-1522,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.3,388,401,53.0,S,,,
10158,S46028,2020-055B,Starlink-1523,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10159,S46029,2020-055C,Starlink-1526,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10160,S46030,2020-055D,Starlink-1534,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10161,S46031,2020-055E,Starlink-1544,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10162,S46032,2020-055F,Starlink-1555,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10163,S46033,2020-055G,Starlink-1556,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10164,S46034,2020-055H,Starlink-1557,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10165,S46035,2020-055J,Starlink-1558,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10166,S46036,2020-055K,Starlink-1560,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10167,S46037,2020-055L,Starlink-1565,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10168,S46038,2020-055M,Starlink-1567,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10169,S46039,2020-055N,Starlink-1569,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10170,S46040,2020-055P,Starlink-1576,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10171,S46041,2020-055Q,Starlink-1580,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10172,S46042,2020-055R,Starlink-1581,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10173,S46043,2020-055S,Starlink-1582,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10174,S46044,2020-055T,Starlink-1584,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10175,S46045,2020-055U,Starlink-1591,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10176,S46046,2020-055V,Starlink-1514,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10177,S46047,2020-055W,Starlink-1524,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10178,S46048,2020-055X,Starlink-1527,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10179,S46049,2020-055Y,Starlink-1530,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10180,S46050,2020-055Z,Starlink-1535,2020 Aug  7,2021 Dec 28,2021 Dec 28,2021 Dec 28?,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10181,S46051,2020-055AA,Starlink-1540,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10182,S46052,2020-055AB,Starlink-1541,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10183,S46053,2020-055AC,Starlink-1543,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10184,S46054,2020-055AD,Starlink-1548,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10185,S46055,2020-055AE,Starlink-1554,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10186,S46056,2020-055AF,Starlink-1561,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10187,S46057,2020-055AG,Starlink-1562,2020 Aug  7,2021 Aug  6,2021 Aug  6,2021 Aug  6?,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10188,S46058,2020-055AH,Starlink-1564,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10189,S46059,2020-055AJ,Starlink-1570,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10190,S46060,2020-055AK,Starlink-1572,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10191,S46061,2020-055AL,Starlink-1573,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10192,S46062,2020-055AM,Starlink-1574,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10193,S46063,2020-055AN,Starlink-1577,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10194,S46064,2020-055AP,Starlink-1583,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10195,S46065,2020-055AQ,Starlink-1515,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10196,S46066,2020-055AR,Starlink-1525,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10197,S46067,2020-055AS,Starlink-1529,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10198,S46068,2020-055AT,Starlink-1532,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10199,S46069,2020-055AU,Starlink-1533,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10200,S46070,2020-055AV,Starlink-1536,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10201,S46071,2020-055AW,Starlink-1538,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10202,S46072,2020-055AX,Starlink-1539,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10203,S46073,2020-055AY,Starlink-1542,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10204,S46074,2020-055AZ,Starlink-1549,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10205,S46075,2020-055BA,Starlink-1551,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10206,S46076,2020-055BB,Starlink-1552,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10207,S46077,2020-055BC,Starlink-1559,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10208,S46078,2020-055BD,Starlink-1563,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10209,S46079,2020-055BE,Starlink-1566,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10210,S46080,2020-055BF,Starlink-1568,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10211,S46081,2020-055BG,Starlink-1571,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10212,S46082,2020-055BH,Starlink-1578,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
10213,S46083,2020-055BJ,Starlink-1579,2020 Aug  7,*,*,*,,Starlink,,,M,B,COM,US,ST/SG/SER.E/954,93.0,388,401,53.0,S,,,
