,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
0,S00002,1957 ALP 2,First Sputnik,1957 Oct  4,1957 Oct 27,1957 Oct 27,1957 Oct 27,,Sputnik,,,,C,TECH,SU,A/AC.105/INF.002,,227,947,65.1,S,,ENV*,First Earth satellite
1,S00003,1957 BET 1,Second Sputnik,1957 Nov  3,1957 Nov  9,1957 Nov  9,1957 Nov  9,,Sputnik,,,,C,BIO,SU,A/AC.105/INF.002,,225,1671,65.3,S,,BIO,First animal payload
2,S00004,1958 ALP,Explorer 1,1958 Feb  1,1958 Apr  1,1958 Apr  1,1958 Apr  1,,Explorer ABMA,,,,C,SCI,US,A/AC.105/INF.001,,,,,S,JPL,P*,Discovered trapped radiation
3,S00005,1958 BET 2,[Vanguard I],1958 Mar 17,1964 Mar,1964 Mar,1964 Mar,,Vanguard Test,,,,C,TECH,US,A/AC.105/INF.001,133.8,649,3938,34.3,S,NRL,GEOD,First geodetic satellite
4,S00006,1958 GAM,[Explorer III],1958 Mar 26,1958 May 10,1958 May 10,1958 May 10,,Explorer ABMA,,,,C,SCI,[US],,,,,,S,JPL,P*,Radiation
5,S00008,1958 DEL 2,Third Sputnik,1958 May 15,1958 Jun  5,1958 Jun  5,1958 Jun  5,,ObjectD,,,,C,SCI,SU,A/AC.105/INF.002,,226,1881,65.2,S,,P*,"Radiation, ionosphere"
6,S00009,1958 EPS,[Explorer IV],1958 Jul 26,1958 Sep 19,1958 Sep 19,1958 Sep 19,,Explorer ABMA,,,,C,SCI,[US],,,,,,S,JPL,P*,Radiation
7,S00010,1958 ZET,[SCORE],1958 Dec 18,1958 Dec 31,1958 Dec 31,1958 Dec 31,,SCORE,,,,D,COM,[US],,,,,,S,,,
8,S00011,1959 ALP 1,[Vanguard II],1959 Feb 17,1959 Mar  7,1959 Mar  7,1959 Mar  7,,Vanguard,,,,C,IMG,US,A/AC.105/INF.001,125.3,491,3358,32.9,S,NRL,ATM,Cloud cover photos
9,S00013,1959 BET,[Discoverer I],1959 Feb 28,1959 Feb 28,1959 Feb 28,1959 Feb 28,,CORONA Early,,,,D,TECH,[US],,,,,,F,AFSCF,,
10,S00014,1959 GAM,[Discoverer II],1959 Apr 13,1959 Apr 13,1959 Apr 13,1959 Apr 13,,CORONA Early,,,,D,TECH,[US],,,,,,S,AFSCF,,
11,S00015,1959 DEL 1,[Explorer VI],1959 Aug  7,1959 Oct  6,1959 Oct  6,1959 Oct  6,,ExplorerG,,,,C,SCI,[US],,,,,,S,,P/F*,Magnetosphere
12,S00018,1959 EPS 1,[Discoverer V],1959 Aug 13,1959 Aug 14,1959 Aug 14,1959 Aug 14,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
13,S00019,1959 ZET,[Discoverer VI],1959 Aug 19,1959 Aug 20,1959 Aug 20,1959 Aug 20,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
14,S00020,1959 ETA,[Vanguard III],1959 Sep 18,1959 Dec 12,1959 Dec 12,1959 Dec 12,,Vanguard3,,,,C,SCI,US,A/AC.105/INF.001,129.8,544,3697,33.3,S,,MM/F*,"Micrometeors, magnetometer"
15,S00021,1959 THE 1,Third Space Rocket,1959 Oct  4,1959 Nov 15,1959 Nov 15,1959 Nov 15,,Luna,,,,C,PLAN,SU,A/AC.105/INF.002,,,,,S,Simeiz,PL,Lunar farside photos
16,S00022,1959 IOT 1,[Explorer VII],1959 Oct 13,1961 Feb,1961 Feb,1961 Feb,,ExplorerG,,,,C,SCI,US,A/AC.105/INF.001,101.1,554,1076,50.3,S,,P/F/ION*,Ionosphere
17,S00024,1959 KAP,[Discoverer VII],1959 Nov  7,1959 Nov  8,1959 Nov  8,1959 Nov  8,,CORONA Early,,,,D,IMG,[US],,,,,,F,,,
18,S00025,1959 LAM,[Discoverer VIII],1959 Nov 20,1959 Nov 21,1959 Nov 21,1959 Nov 21,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
19,S00026,1959 EPS 2,SRV 111,1959 Aug 13,1959 Aug 14,1959 Aug 14,1959 Aug 14,,SRV,,,D,D,RV,,,,,,,F,,,
20,S00027,1960 ALP 1,[Pioneer V],1960 Mar 11,1960 Jun 23,1960 Jun 23,1960 Jun 23,,Able,,,,C,PLAN,US,A/AC.105/INF.001,,,,,S,,PL,Solar wind probe
21,S00029,1960 BET 2,[Tiros I],1960 Apr  1,1960 Jun 18,1960 Jun 18,1960 Jun 18,,Tiros A,,,,C,MET,US,A/AC.105/INF.001,99.1,690,751,48.4,S,,,
22,S00031,1960 GAM 2,[Transit 1B],1960 Apr 13,1960 Jul 12,1960 Jul 12,1960 Jul 12,,Transit,,,,D,NAV,US,A/AC.105/INF.001,94.7,368,644,51.3,S,,,
23,S00032,1960 DEL,[Discoverer XI],1960 Apr 15,1960 Apr 16,1960 Apr 16,1960 Apr 16,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
24,S00033,1960 GAM 3,Dummy subsatellite,1960 Apr 13,1960 Apr 13,1960 Apr 13,1960 Apr 13,,GRAB,,,,D,TECH,,,,,,,S,,,
25,S00036,1960 EPS 3,First Space Ship,1960 May 15,1960 May 19,1960 May 19,1960 May 19,,Vostok1,,,D,C,SS,SU,A/AC.105/INF.002,,312,369,65.0,F,,BIO,Life sciences
26,S00043,1960 ZET 1,[Midas 2],1960 May 24,1960 May 25,1960 May 25,1960 May 25,,Midas ETS,,,,D,EW,US,A/AC.105/INF.001,94.2,481,499,33.0,S,,MM/P/ATM,"Micrometeors, particles"
27,S00045,1960 ETA 1,[Transit 2A],1960 Jun 22,1962 Oct 26,1962 Oct 26,1962 Oct 26,,Transit,,,,D,NAV,US,A/AC.105/INF.001,101.6,606,1045,66.8,S,,,
28,S00046,1960 ETA 2,[Greb],1960 Jun 22,1961 Apr 18,1961 Apr 18,1961 Apr 18,,GRAB,,,,D,SIG,US,A/AC.105/INF.001,101.6,614,1054,66.7,S,,SOL,Solar radiation
29,S00048,1960 THE,[Discoverer XIII],1960 Aug 10,1960 Aug 11,1960 Aug 11,1960 Aug 11,,CORONA Early,,,,D,IMG,[US],,,,,,S,,BIO,Life sciences package
30,S00049,1960 IOT 1,[Echo],1960 Aug 12,1960?,1960?,1960?,,Echo,,,,C,COM,US,A/AC.105/INF.001,116.2,1059,1966,47.3,S,,,
31,S00054,1960 KAP,[Discoverer XIV],1960 Aug 18,1960 Aug 19,1960 Aug 19,1960 Aug 19,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
32,S00055,1960 LAM 1,Second Space Ship,1960 Aug 19,1960 Aug 20,1960 Aug 20,1960 Aug 20 0802,,Vostok1,,,M,C,SS,SU,A/AC.105/INF.002,,306,339,65.0,S,,BIO,Dogs
33,S00057,1960 MU,[Discoverer XV],1960 Sep 13,1960 Sep 15,1960 Sep 15,1960 Sep 15,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
34,S00058,1960 NU 1,[Courier IB],1960 Oct  4,1960 Oct 22,1960 Oct 22,1960 Oct 22,,Courier,,,,D,COM,US,A/AC.105/INF.001,106.9,972,1207,28.3,S,,,
35,S00060,1960 XI 1,[Explorer VIII],1960 Nov  3,1960 Dec 27,1960 Dec 27,1960 Dec 27,,ExplorerG,,,,C,SCI,US,A/AC.105/INF.001,112.4,415,2267,49.9,S,,P/F*,Ionosphere
36,S00061,1960 OMI,[Discoverer XVII],1960 Nov 12,1960 Nov 14,1960 Nov 14,1960 Nov 14,,CORONA Early,,,,D,IMG,[US],,,,,,S,,BIO,Life sci package
37,S00063,1960 PI 1,[Tiros II],1960 Nov 23,1961 Dec  4,1961 Dec  4,1962 May,,Tiros A,,,,C,MET,US,A/AC.105/INF.001,98.2,608,742,48.6,S,,,
38,S00065,1960 RHO 1,Third Space Ship,1960 Dec  1,1960 Dec  2,1960 Dec  2,1960 Dec  2 0712,,Vostok1,,,M,C,SS,SU,A/AC.105/INF.002,,187,265,65.0,S,,BIO,Dogs
39,S00067,1960 SIG,[Discoverer XVIII],1960 Dec  7,1960 Dec 10,1960 Dec 10,1960 Dec 10,,CORONA Early,,,,D,IMG,[US],,,,,,S,,BIO,Life sci package
40,S00068,1960 TAU,[Discoverer XIX],1960 Dec 20,1960 Dec 25,1960 Dec 25,1960 Dec 25,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
41,S00070,1961 ALP 1,[Samos II],1961 Jan 31,1961 Feb  2,1961 Feb  2,1961 Feb  2,,SAMOS F-1,,,,D,SIG,US,A/AC.105/INF.001,94.9,474,545,97.4,S,,,
42,S00071,1961 BET 1,Heavy Sputnik,1961 Feb  4,1961 Feb  4?,1961 Feb  4?,1961 Feb  4?,,MV,,,,C,PLAN,SU,A/AC.105/INF.002,,223,328,65.0,F,,PL,"Venus probe, failed"
43,S00079,1961 ALP 2,,1961 Jan 31,1961 Mar,1961 Mar,1961 Mar,,SAMOS E-1,,,,D,IMG,US,A/AC.105/INF.001,94.9,474,542,97.4,S,,,
44,S00080,1961 GAM 1,Space Rct. to Venus,1961 Feb 12,1961 Feb 27?,1961 Feb 27?,1961 Feb 27?,,MV,,,,C,PLAN,SU,A/AC.105/INF.002,,,,,F,,PL,Venus probe
45,S00081,1961 DEL 1,[Explorer IX],1961 Feb 16,1961 Feb 16,1961 Feb 16,1961 Feb 16,,Explorer AD,,,,C,SCI,US,A/AC.105/INF.001,118.1,750,2449,38.8,S,,ATM,Air density study
46,S00083,1961 EPS 1,[Discoverer XX],1961 Feb 17,1961 Feb 21,1961 Feb 21,1961 Feb 21,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.001,92.8,268,545,80.8,S,,,
47,S00084,1961 ZET,[Discoverer XXI],1961 Feb 18,1961 Feb 20?,1961 Feb 20?,1961 Feb 20?,,CORONA Early,,,M,D,IMG,US,A/AC.105/INF.001,92.6,234,559,80.7,S,,,
48,S00087,1961 ETA,[Transit IIIB],1961 Feb 22,1961 Mar 30,1961 Mar 30,1961 Mar 30,,Transit,,,,D,NAV,[US],,,,,,N,,,
49,S00090,1961 EPS 4,SRV 520,1961 Feb 17,1961 Feb 21,1961 Feb 21,1961 Feb 21,,SRV,,,D,D,RV,,,,,,,F,,,
50,S00091,1961 THE 1,Fourth Space Ship,1961 Mar  9,1961 Mar  9,1961 Mar  9,1961 Mar  9 0810,,Vostok3A,,,M,C,SS,SU,A/AC.105/INF.002,,184,249,64.9,S,,BIO,Dog
51,S00095,1961 IOT 1,Fifth Space Ship,1961 Mar 25,1961 Mar 25,1961 Mar 25,1961 Mar 25 0740,,Vostok3A,,,M,C,SS,SU,A/AC.105/INF.002,,178,247,64.9,S,,BIO,Dog
52,S00098,1961 KAP,[Explorer X],1961 Mar 25,1961 Mar 27,1961 Mar 27,1961 Mar 27,,ExplorerG,,,,C,SCI,US,A/AC.105/INF.001,,,,,S,,P/F*,Magnetic field probe
53,S00100,1961 LAM 1,[Discoverer XXIII],1961 Apr  8,1961 Apr 10,1961 Apr 10,1961 Apr 10,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.001,91.6,267,429,82.3,S,,,
54,S00102,1961 LAM 2,SRV 521,1961 Apr  8,1961 Apr 10,1961 Apr 10,1961 Apr 10,,SRV,,,D,D,RV,,,,,,,F,,,
55,S00103,1961 MU 1,Vostok,1961 Apr 12,1961 Apr 12,1961 Apr 12,1961 Apr 12 0747,,Vostok3A,,,D,C,SS,SU,A/AC.105/INF.002,,181,327,65.0,S,,BIO,First piloted spaceship
56,S00107,1961 NU 1,[Explorer XI],1961 Apr 27,1961 Dec  6,1961 Dec  6,1961 Dec  6,,ExplorerG,,,,C,AST,US,A/AC.105/INF.001,107.8,488,1783,28.8,S,,GRA*,Gamma ray background
57,S00108,1961 XI 1,[Discoverer XXV],1961 Jun 16,1961 Jun 19,1961 Jun 19,1961 Jun 19,,CORONA Early,,,,D,IMG,[US],,,,,,S,,MM/P,"Micrometeors, particles"
58,S00110,1958 ETA,Pioneer 1,1958 Oct 11,1958 Oct 13,1958 Oct 13,1958 Oct 13 0359,,Able,,,,C,PLAN,[US],,,,,,F,,PL,Lunar probe
59,S00111,1958 THE,Pioneer 3,1958 Dec  6,1958 Dec  7,1958 Dec  7,1958 Dec  7 1930,,Pioneer (Army),,,,C,PLAN,[US],,,,,,F,,PL,Lunar probe
60,S00112,1959 MU 1,First Space Rocket,1959 Jan  2,1959 Jan  5,1959 Jan  5,1959 Jan  5,,Luna,,,,C,PLAN,SU,A/AC.105/INF.002,,,,,S,,PL,First artificial planet
61,S00113,1959 NU 1,[Pioneer IV],1959 Mar  3,1959 Mar  6,1959 Mar  6,1959 Mar  6 1515,,Pioneer (Army),,,,C,PLAN,US,A/AC.105/INF.001,,,,,S,,PL,Lunar probe
62,S00114,1959 XI 1,Second Space Rocket,1959 Sep 12,1959 Sep 13,1959 Sep 13,1959 Sep 13 2102,,Luna,,,,C,PLAN,SU,A/AC.105/INF.002,,,,,S,,PL,First lunar impact
63,S00116,1961 OMI 1,[Transit IVA],1961 Jun 29,1962 Jul  1,1962 Jul  1,1972?,,Transit,,,,D,NAV,US,A/AC.105/INF.001,103.8,880,998,66.8,S,,,
64,S00117,1961 OMI 2,[Greb 3 - Injun],1961 Jun 29,1963 Mar  6,1963 Mar  6,1963 Mar  6,,Injun,,,,C,SCI,US,A/AC.105/INF.001,103.8,882,997,66.8,F,,P*,Radiation belts
65,S00160,1961 PI,[Discoverer XXVI],1961 Jul  7,1961 Jul 10,1961 Jul 10,1961 Jul 10,,CORONA Early,,,,D,IMG,[US],,,,,,S,,RFA/MM/P,Harvard Space Radio Proj.
66,S00162,1961 RHO 1,[Tiros III],1961 Jul 12,1962 Feb 27,1962 Feb 27,1962 Feb 27,,Tiros A,,,,C,MET,US,A/AC.105/INF.001,100.3,735,821,47.9,S,,,
67,S00163,1961 SIG 1,[Midas III],1961 Jul 12,1961 Jul 12,1961 Jul 12,1961 Jul 12,,Midas ETS-II,,,,D,EW,US,A/AC.105/INF.001,161.5,3344,3544,91.1,S,,,
68,S00168,1961 TAU 1,Vostok-2,1961 Aug  6,1961 Aug  7,1961 Aug  7,1961 Aug  7 0715,,Vostok3A,,,D,C,SS,SU,A/AC.105/INF.002,,178,257,64.9,S,,BIO,"Life sci, radiationSW"
69,S00170,1961 UPS,Explorer 12,1961 Aug 16,1961 Dec  6,1961 Dec  6,1961 Dec  6,,Explorer EPE,,,,C,SCI,US,A/AC.105/INF.001,,,,,S,,P/F*,Magnetosphere
70,S00173,1961 PHI 1,[Ranger I],1961 Aug 23,1961 Aug 27,1961 Aug 27,1961 Aug 27,,Ranger I,,,,C,PLAN,[US],,,,,,F,,P,Radiation experiment
71,S00180,1961 CHI,[Explorer XIII],1961 Aug 25,1961 Aug 28,1961 Aug 28,1961 Aug 28,,Explorer MME,,,,C,SCI,[US],,,,,,S,,MM*,Micrometeors
72,S00181,1961 PSI,[Discoverer XXIX],1961 Aug 30,1961 Sep  1,1961 Sep  1,1961 Sep  1,,CORONA Early,,,,D,IMG,[US],,,,,,S,,XRA/AUR/P/RFA,"Vela X-ray burst, HSRP"
73,S00182,1961 OME 1,[Discoverer XXX],1961 Sep 12,1961 Sep 14,1961 Sep 14,1961 Sep 14,,CORONA Early,,,,D,IMG,[US],,,,,,S,,BIO/P,"Bio samples, cos.ray emulsion"
74,S00183,1961 A ALP 1,[Mercury-Atlas IV],1961 Sep 13,1961 Sep 13,1961 Sep 13,1961 Sep 13 1553,,Mercury MA,,,D,C,SS,[US],,,,,,S,,,
75,S00186,1961 A BET,[Discoverer 31],1961 Sep 17,1961 Sep 19,1961 Sep 19,1961 Sep 19,,CORONA Early,,,,D,IMG,[US],,,,,,S,,XRA/AUR/P/RFA,"Vela X-ray burst, HSRP"
76,S00189,1961 A GAM 1,[Discoverer 32],1961 Oct 13,1961 Nov 13,1961 Nov 13,1961 Nov 13,,CORONA Early,,,,D,IMG,[US],,,,,,S,,P/ION,Ionosphere
77,S00192,1961 A DEL 1,[Midas IV],1961 Oct 21,1961 Oct 31,1961 Oct 31,1961 Oct 31,,Midas ETS-II,,,,D,EW,US,A/AC.105/INF.001,166.0,3503,3746,95.9,S,,,
78,S00194,1961 A DEL 3,Westford,1961 Oct 21,1961 Oct 21,1961 Oct 21,1961 Oct 21,,Westford,,,,D,COM,,,,,,,S,,,
79,S00197,1961 A EPS 1,[Discoverer 34],1961 Nov  5,1961 Nov 10?,1961 Nov 10?,1961 Nov 10?,,CORONA Early,,,,D,IMG,US,A/AC.105/INF.001,96.2,226,919,82.5,S,,P/XRA,Vela X-ray burst search
80,S00201,1961 A ZET 1,[Discoverer 35],1961 Nov 15,1961 Nov 17,1961 Nov 17,1961 Nov 17,,CORONA Early,,,,D,IMG,[US],,,,,,S,,,
81,S00202,1961 A ETA 1,[Transit IVB],1961 Nov 15,1962 Aug  2,1962 Aug  2,1962 Aug  2,,Transit,,,,D,NAV,US,A/AC.105/INF.001,105.6,953,1108,32.4,S,,,
82,S00205,1961 A ETA 2,[TRAAC],1961 Nov 15,1962 Aug 14,1962 Aug 14,1962 Aug 14,,Transit,,,,D,TECH,US,A/AC.105/INF.001,105.6,947,1116,32.4,S,,P,Radiation dose
83,S00206,1961 A THE,[Ranger II],1961 Nov 18,1961 Nov 19,1961 Nov 19,1961 Nov 19,,Ranger I,,,,C,PLAN,[US],,,,,,F,,P,Radiation belts
84,S00208,1961 A IOT 1,[Mercury-Atlas V],1961 Nov 29,1961 Nov 29,1961 Nov 29,1961 Nov 29 1829,,Mercury MA,,,D,C,SS,[US],,,,,,S,,BIO,Chimpanzee 'Enos'
85,S00213,1961 A KAP 1,[Discoverer XXXVI],1961 Dec 12,1961 Dec 16,1961 Dec 16,1961 Dec 16,,CORONA Early,,,,D,IMG,US,A/AC.105/INF.001,90.8,217,405,81.2,S,,ION/BIO/P/XRA,Vela X-ray burst search
86,S00214,1961 A KAP 2,[Oscar],1961 Dec 12,1961 Dec 30,1961 Dec 30,1961 Dec 30,,OSCAR,,,,A,COM,US,A/AC.105/INF.001,88.2,180,181,81.1,S,,,
87,S00218,1961 A LAM 2,S.T. LOW,1961 Dec 22,1961 Dec 23?,1961 Dec 23?,1961 Dec 23?,,AFTRACK,,,,D,SIG,[US],,,,,,S,,,
88,S00219,1961 A LAM 3,,1961 Dec 22,1961 Dec 23,1961 Dec 23,1961 Dec 23,,SAMOS E-5,,,D,D,IMG,US,A/AC.105/INF.003,94.5,234,751,94.5,U,,,
89,S00221,1962 ALP 1,[Ranger III],1962 Jan 26,1962 Feb  2,1962 Feb  2,1962 Feb  2,,Ranger II,,,,C,PLAN,US,A/AC.105/INF.001,,,,,S,,PL/GRA,Gamma-ray spectrometer
90,S00226,1962 BET 1,[Tiros IV],1962 Feb  8,1962 Jul 19,1962 Jul 19,1962 Jul 19,,Tiros A,,,,C,MET,US,A/AC.105/INF.001,100.3,711,838,48.3,S,,,
91,S00240,1962 GAM 1,[Mercury-Atlas VI],1962 Feb 20,1962 Feb 20,1962 Feb 20,1962 Feb 20 1943,,Mercury MA,,,D,C,SS,US,A/AC.105/INF.003,83.5,161,261,32.5,S,,ATM,UV spectrograph
92,S00242,1962 DEL,FTV 2301,1962 Feb 21,1962 Feb 27,1962 Feb 27,1962 Feb 27,,SAMOS F-1,,,,D,SIG,US,A/AC.105/INF.003,,,,,F,,,
93,S00247,1962 EPS 1,[DiscovererXXXVIII],1962 Feb 27,1962 Mar  3,1962 Mar  3,1962 Mar  3,,CORONA M,,,,D,IMG,US,A/AC.105/INF.003,90.4,334,609,82.2,S,,AUR/P,Auroral particles
94,S00255,1962 ZET 1,[OSO I],1962 Mar  7,1963 Aug  3,1963 Aug  3,1963 Aug  3,,OSO,,,,C,AST,US,A/AC.105/INF.003,95.8,557,577,32.9,S,,SOL/GRA*,"Solar physics, gamma rays"
95,S00256,1962 ETA 1,,1962 Mar  7,1962 Mar  9,1962 Mar  9,1962 Mar  9,,SAMOS E-5,,,D,D,IMG,US,A/AC.105/INF.003,93.9,236,688,90.9,U,,,
96,S00259,1962 ETA 3,S.T. LOW,1962 Mar  7,1962 Mar  9?,1962 Mar  9?,1962 Mar  9?,,AFTRACK,,,,D,SIG,[US],,,,,,S,,,
97,S00266,1962 THE 1,Sputnik,1962 Mar 16,1962 Apr?,1962 Apr?,1962 Apr?,,DS Early,,,,C,SCI,SU,A/AC.105/INF.002,,217,980,49.0,S,,ION/P*,Ionosphere sounder
98,S00269,1962 IOT 1,"Sputnik ""Cosmos-2""",1962 Apr  6,1962 Apr 17,1962 Apr 17,1962 Apr 17,,MS,,,,D,TECH,SU,A/AC.105/INF.004,,212,1546,49.0,S,,ION/P*,Ionosphere sounder
99,S00271,1962 KAP 1,,1962 Apr  9,1962 Apr 10,1962 Apr 10,1962 Apr 10,,Midas ETS-II,,,,D,EW,US,A/AC.105/INF.005,153.0,2786,3405,86.7,U,,,
100,S00276,1962 LAM 1,,1962 Apr 18,1962 Apr 22,1962 Apr 22,1962 Apr 22,,CORONA M,,,,D,IMG,US,A/AC.105/INF.007,91.5,158,535,73.5,S,,P,Particles
101,S00280,1962 MU 1,[Ranger IV],1962 Apr 23,1962 Apr 26,1962 Apr 26,1962 Apr 26,,Ranger II,,,,C,PLAN,US,A/AC.105/INF.007,,,,,F,,PL,Lunar probe
102,S00281,1962 NU 1,"Sputnik ""Cosmos-3""",1962 Apr 24,1962 Jul?,1962 Jul?,1962 Jul?,,MS,,,,D,TECH,SU,A/AC.105/INF.006,,229,720,49.0,S,,P*,Radiation belts
103,S00285,1962 OMI 1,[Ariel],1962 Apr 26,1964 Nov  9,1964 Nov  9,1964 Nov  9,,UK,,,,C,SCI,US*,A/AC.105/INF.007,100.9,389,1217,53.9,S,,P/SX*,"Solar LyA/X-rays, ionos."
104,S00286,1962 PI,,1962 Apr 26,1962 Apr 28,1962 Apr 28,1962 Apr 28,,SAMOS E-6,,,D,D,IMG,US,A/AC.105/INF.007,,,,,U,,,
105,S00287,1962 XI 1,"Sputnik ""Cosmos-4""",1962 Apr 26,1962 Apr 29,1962 Apr 29,1962 Apr 29 0910?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.006,,298,330,65.0,S,,,
106,S00290,1962 RHO 1,,1962 Apr 29,1962 May  5,1962 May  5,1962 May  5,,CORONA M,,,,D,IMG,US,A/AC.105/INF.007,91.1,157,494,73.2,S,,P,"Neutron albedo, particles"
107,S00292,1962 SIG 1,,1962 May 15,1962 May 19,1962 May 19,1962 May 19,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.010,94.0,297,635,82.3,S,,,
108,S00295,1962 TAU 1,[Mercury-Atlas VII],1962 May 24,1962 May 24,1962 May 24,1962 May 24 1741,,Mercury MA,,,D,C,SS,US,A/AC.105/INF.010,,,,,S,,,
109,S00297,1962 UPS 1,Cosmos 5,1962 May 28,1962 Oct 25?,1962 Oct 25?,1962 Oct 25?,,MS,,,,D,TECH,SU,A/AC.105/INF.009,,203,1600,49.1,S,,P*,Radiation belts
110,S00302,1962 PHI 1,,1962 May 30,1962 Jun  2,1962 Jun  2,1962 Jun  2,,CORONA M,,,,D,IMG,US,A/AC.105/INF.010,89.9,196,341,74.1,S,,P/RFA,Harvard Space Radio Proj
111,S00304,1962 CHI 1,,1962 Jun  2,1962 Jun  5,1962 Jun  5,1962 Jun  5,,CORONA M,,,,D,IMG,US,A/AC.105/INF.011,90.0,189,351,74.2,S,,P/RFA,Harvard Space Radio Proj
112,S00305,1962 CHI 2,[Oscar II],1962 Jun  2,1962 Jun 20,1962 Jun 20,1962 Jun 20,,OSCAR,,,,A,COM,US,A/AC.105/INF.011,89.3,192,286,74.3,S,,,
113,S00307,1962 PSI,,1962 Jun 17,1962 Jun 18,1962 Jun 18,1962 Jun 18,,SAMOS E-6,,,D,D,IMG,US,A/AC.105/INF.013,,,,,S,,,
114,S00308,1962 OME 1,,1962 Jun 18,1962 Jun 20,1962 Jun 20,1962 Jun 20,,SAMOS F-2,,,,D,SIG,US,A/AC.105/INF.013,92.4,367,408,82.1,S,,,
115,S00309,1962 A ALP 1,[Tiros V],1962 Jun 19,1963 May  5,1963 May  5,1963 May  5,,Tiros E,,,,C,MET,US,A/AC.105/INF.013,100.5,586,976,58.1,S,,,
116,S00315,1962 A BET,,1962 Jun 23,1962 Jul  4,1962 Jul  4,1962 Jul  4,,CORONA M,,,,D,IMG,US,A/AC.105/INF.013,89.0,209,241,75.1,S,,P/RFA,Harvard Space Radio Proj
117,S00316,1962 A GAM,,1962 Jun 28,1962 Jul  2,1962 Jul  2,1962 Jul  2,,CORONA M,,,,D,IMG,US,A/AC.105/INF.013,93.6,210,640,76.0,S,,P/RFA/F/MM,Harvard Space Radio Proj
118,S00338,1962 A DEL 1,Cosmos 6,1962 Jun 30,1962 Jul  6,1962 Jul  6,1962 Jul  6,,DS-P1,,,,D,CAL,SU,A/AC.105/INF.012,,274,360,49.0,S,,P,Radiation belts
119,S00340,1962 A EPS 1,[Telstar I],1962 Jul 10,1963 Feb 21,1963 Feb 21,1963 Feb 21,,TSX,,,,B,COM,US,A/AC.105/INF.014,157.6,948,5636,44.8,S,,,
120,S00342,1962 A ZET 1,,1962 Jul 18,1962 Jul 19,1962 Jul 19,1962 Jul 19,,SAMOS E-6,,,D,D,IMG,US,A/AC.105/INF.015,,,,,S,,,
121,S00343,1962 A ZET 2,FTV 2403 RV,1962 Jul 18,1962 Jul 19,1962 Jul 19,1962 Jul 19,,SAMOS E-6 RV,,,,D,IMG,,,,,,,F,,,
122,S00344,1962 A ETA,,1962 Jul 21,1962 Jul 26,1962 Jul 26,1962 Jul 26,,CORONA M,,,,D,IMG,US,A/AC.105/INF.015,90.0,197,351,70.3,S,,P/RFA,Harvard Space Radio Proj
123,S00345,1962 A THE,,1962 Jul 28,1962 Aug  1,1962 Aug  1,1962 Aug  1,,CORONA M,,,,D,IMG,US,A/AC.105/INF.015,90.7,208,404,71.1,S,,,
124,S00346,1962 A IOT 1,Cosmos 7,1962 Jul 28,1962 Aug  1,1962 Aug  1,1962 Aug  1 0815?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.018,,210,369,65.0,S,,,
125,S00360,1962 A KAP 1,,1962 Aug  2,1962 Aug  6,1962 Aug  6,1962 Aug  6,,CORONA M,,,D,D,IMG,US,A/AC.105/INF.016,90.0,194,352,82.3,S,,P/MM,"Micrometeors, particles"
126,S00361,1962 A LAM,FTV 2404,1962 Aug  5,1962 Aug  6,1962 Aug  6,1962 Aug  6,,SAMOS E-6,,,,D,IMG,US,A/AC.105/INF.016,,,,,S,,,
127,S00363,1962 A MU 1,Vostok 3,1962 Aug 11,1962 Aug 15,1962 Aug 15,1962 Aug 15 0644,,Vostok3A,,,D,C,SS,SU,A/AC.105/INF.018,,183,251,65.0,S,,P/BIO,"Rad. dose, spectra"
128,S00365,1962 A NU 1,Vostok 4,1962 Aug 12,1962 Aug 15,1962 Aug 15,1962 Aug 15 0651,,Vostok3A,,,D,C,SS,SU,A/AC.105/INF.018,,180,254,65.0,S,,P/BIO,"Rad. dose, spectra"
129,S00367,1962 A XI 1,Cosmos 8,1962 Aug 18,1962 Aug 23,1962 Aug 23,1962 Aug 23,,DS-K-8,,,,D,TECH?,SU,A/AC.105/INF.018,,256,604,49.0,U,,MM,Micrometeors
130,S00369,1962 A OMI 1,,1962 Aug 23,1963 Jun 11,1963 Jun 11,1963 Jun 11,,P35,,,,D,MET,US,A/AC.105/INF.017,99.6,625,845,98.6,U,,,
