,JCAT,Satcat,Piece,Type,Name,PLName,LDate,Parent,SDate,Primary,DDate,Status,Dest,Owner,State,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,ODate,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,OQUAL,AltNames
0,S00046,00046,1960 ETA 2,P,Solar Radiation 1,SR I,1960 Jun 22,S00045,1960 Oct  5,Earth,,O,,NRL,US,NRL,"NRL 20""",,19,,19,,19,,0.3,,0.3,,0.3,,Sphere,1960 Aug 17,614,,1058,,66.77,,LEO/I,,"Dyno 1,Solrad 1"
1,A00651,NNA E,1965-022,CP E-,Berkut,A. Leonov,1965 Mar 18,S01286,1965 Mar 18 0849,Earth,1965 Mar 18 0851,TFR,S01274,MOM,SU,ZVEZ,,,140,,140,,0,,2.0,,0.5,,2.0,,Suit + Cable,1965 Mar 18,167,,472,,65.00,,LLEO/I,,
2,A00651,NNA E,1965-022,CP E-,Berkut,A. Leonov,1965 Mar 18,S01274,1965 Mar 18 0851,Earth,1965 Mar 19 0902,AL IN,,MOM,SU,ZVEZ,,,140,,140,,0,,2.0,,0.5,,2.0,,Suit + Cable,1965 Mar 18,167,,472,,65.00,,LLEO/I,,
3,S01244,01244,1965-016B,P,GGSE 2,POPPY 4 Charlie,1965 Mar  9,S01292,1965 May  3,Earth,,O,,NRO/NRL,US,NRL,"NRL 24""",,55,,55,,55,,0.6,,0.5,,3.7,,Sphere + Ant,1965 Apr  8,907,,939,,70.06,,LEO/I,,"NRL PL143,NRO Mission 7104C"
4,S01292,01292,1965-016C,P,GGSE 3,POPPY 4 Delta,1965 Mar  9,S01244,1965 May  3,Earth,,O,,NRO/NRL,US,NRL,"NRL 24""",,59,,59,,59,,0.6,,0.5,,31.0,,Sphere + 3 Ant,1965 Apr 25,906,,941,,70.09,,LEO/I,,"NRL PL144,NRO Mission 7104D"
5,A00719,NNA E,1965-043,CP E,G4C-8,E. White,1965 Jun  3,S01390,1965 Jun  3 2010,Earth,1965 Jun  7 1712,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1965 Jun  3,165,,289,,32.50,,LLEO/I,,
6,A00720,NNA E,1965-043,CP E,G4C-3,J. McDivitt,1965 Jun  3,S01390,1965 Jun  3 2010,Earth,1965 Jun  7 1712,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1965 Jun  3,165,,289,,32.50,,LLEO/I,,
7,S02105,02105,1966-020A,PH-H,Gemini VIII,Gemini SC8,1966 Mar 16,S02104,1966 Mar 16 2314:18,Earth,1966 Mar 16 2356:15,UDK,,MSC,US,MCDA,Gemini,,2213,,2213,,2505,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Mar 16,261,,270,,28.90,,LLEO/I,,
8,S02105,02105,1966-020A,PH-H,Gemini VIII,Gemini SC8,1966 Mar 16,S02104,1966 Mar 16 2356:15,Earth,1966 Mar 17 0322:28,L,POR,MSC,US,MCDA,Gemini,,2213,,2213,,2505,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Mar 16,261,,270,,28.90,,LLEO/I,,
9,A00957,NNA E,1966-047,CP E,G4C-32,E. Cernan,1966 Jun  3,S02191,1966 Jun  5 1709,Earth,1966 Jun  6 1400,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jun  5,292,,298,,28.00,,LLEO/I,,
10,A00958,NNA E,1966-047,CP E,G4C-17,T. Stafford,1966 Jun  3,S02191,1966 Jun  5 1709,Earth,1966 Jun  6 1400,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jun  5,292,,298,,28.00,,LLEO/I,,
11,S02349,02349,1966-066A,PH H,Gemini X,Gemini SC10,1966 Jul 18,S02348,1966 Jul 19 0413:03,Earth,1966 Jul 20 1900:03,UDK,,MSC,US,MCDA,Gemini,,2161,,2161,,2432,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Jul 19,299,,757,,28.80,,LLEO/I,,
12,A00987,NNA E,1966-066,CP E,G4C-36,M. Collins,1966 Jul 18,S02349,1966 Jul 19 2234,Earth,1966 Jul 20 2301,TFR E,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
13,A00988,NNA E,1966-066,CP E,G4C-19,J. Young,1966 Jul 18,S02349,1966 Jul 19 2234,Earth,1966 Jul 20 2301,TFR E,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
14,S02349,02349,1966-066A,PH H,Gemini X,Gemini SC10,1966 Jul 18,S02349,1966 Jul 20 1900:03,Earth,1966 Jul 21 2107:05,L,26 44N 71 57W,MSC,US,MCDA,Gemini,,2161,,2161,,2432,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Jul 19,299,,757,,28.80,,LLEO/I,,
15,A00987,NNA E,1966-066,CP E,G4C-36,M. Collins,1966 Jul 18,S02349,1966 Jul 20 2301,Earth,1966 Jul 20 2341,EVA,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
16,A00988,NNA E,1966-066,CP E,G4C-19,J. Young,1966 Jul 18,S02349,1966 Jul 20 2301,Earth,1966 Jul 20 2341,EVA,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
17,A00987,NNA E,1966-066,CP E,G4C-36,M. Collins,1966 Jul 18,S02349,1966 Jul 20 2341,Earth,1966 Jul 21 0052,TFR E,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
18,A00988,NNA E,1966-066,CP E,G4C-19,J. Young,1966 Jul 18,S02349,1966 Jul 20 2341,Earth,1966 Jul 21 0052,TFR E,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
19,A00987,NNA E,1966-066,CP E,G4C-36,M. Collins,1966 Jul 18,S02349,1966 Jul 21 0052,Earth,1966 Jul 21 0055,EVA,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
20,A00988,NNA E,1966-066,CP E,G4C-19,J. Young,1966 Jul 18,S02349,1966 Jul 21 0052,Earth,1966 Jul 21 0055,EVA,S02349,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
21,A00987,NNA E,1966-066,CP E,G4C-36,M. Collins,1966 Jul 18,S02349,1966 Jul 21 0055,Earth,1966 Jul 21 2107,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
22,A00988,NNA E,1966-066,CP E,G4C-19,J. Young,1966 Jul 18,S02349,1966 Jul 21 0055,Earth,1966 Jul 21 2107,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Jul 20,398,,398,,29.00,,LLEO/I,,
23,R14448,NSO,1966-U06,D  Z,Saturn S-IVB-202 debris,Saturn S-IVB-202,1966 Aug 25,R14447,1966 Aug 25 1731,Earth,1966 Aug 25 1736,R,,MSFC,,DACM,S-IVB,,13300,,13300,,13300,,18.7,,6.6,,18.7,,,1966 Aug 25,-2330,,268,,31.86,,SO,N,
24,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 1616:42,Earth,1966 Sep 12 1652,UDK,,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
25,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 1652,Earth,1966 Sep 12 1801:46,DK,S02414,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
26,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 1801:46,Earth,1966 Sep 12 1806,UDK,,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
27,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 1806,Earth,1966 Sep 12 1840?,DK,S02414,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
28,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 1840?,Earth,1966 Sep 12 2130,UDK,,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
29,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 2130,Earth,1966 Sep 12 2135?,DK,S02414,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
30,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 12 2135?,Earth,1966 Sep 14 1940:26,UDK,,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
31,A01030,NNA E,1966-081,CP E,G4C-39,C. Conrad,1966 Sep 12,S02415,1966 Sep 13 1518,Earth,1966 Sep 13 1618,TFR E,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
32,A01031,NNA E,1966-081,CP E,G4C-40,R. Gordon,1966 Sep 12,S02415,1966 Sep 13 1518,Earth,1966 Sep 13 1618,TFR E,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
33,A01030,NNA E,1966-081,CP E,G4C-39,C. Conrad,1966 Sep 12,S02415,1966 Sep 13 1618,Earth,1966 Sep 13 1622,EVA,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
34,A01031,NNA E,1966-081,CP E,G4C-40,R. Gordon,1966 Sep 12,S02415,1966 Sep 13 1618,Earth,1966 Sep 13 1622,EVA,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
35,A01030,NNA E,1966-081,CP E,G4C-39,C. Conrad,1966 Sep 12,S02415,1966 Sep 13 1622,Earth,1966 Sep 14 1248,TFR E,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
36,A01031,NNA E,1966-081,CP E,G4C-40,R. Gordon,1966 Sep 12,S02415,1966 Sep 13 1622,Earth,1966 Sep 14 1248,TFR E,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
37,A01030,NNA E,1966-081,CP E,G4C-39,C. Conrad,1966 Sep 12,S02415,1966 Sep 14 1248,Earth,1966 Sep 14 1458,EVA,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
38,A01031,NNA E,1966-081,CP E,G4C-40,R. Gordon,1966 Sep 12,S02415,1966 Sep 14 1248,Earth,1966 Sep 14 1458,EVA,S02415,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
39,A01030,NNA E,1966-081,CP E,G4C-39,C. Conrad,1966 Sep 12,S02415,1966 Sep 14 1458,Earth,1966 Sep 15 1359,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
40,A01031,NNA E,1966-081,CP E,G4C-40,R. Gordon,1966 Sep 12,S02415,1966 Sep 14 1458,Earth,1966 Sep 15 1359,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Sep 13,286,,304,,28.85,,LLEO/I,,
41,S02415,02415,1966-081A,PH H,Gemini XI,Gemini SC11,1966 Sep 12,S02414,1966 Sep 14 1940:26,Earth,1966 Sep 15 1359:34,L,24 15N 70 0W,MSC,US,MCDA,Gemini,,2147,,2147,,2724,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Sep 14,298,,1368,,28.83,,LEO/I,,
42,S02566,02566,1966-104A,PH H,Gemini XII,Gemini SC12,1966 Nov 11,S02565,1966 Nov 12 0100:02,Earth,1966 Nov 12 0117:55,UDK,,MSC,US,MCDA,Gemini,,2178,,2178,,2461,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Nov 14,252,,291,,28.84,,LLEO/I,,
43,S02566,02566,1966-104A,PH H,Gemini XII,Gemini SC12,1966 Nov 11,S02567,1966 Nov 12 0117:55,Earth,1966 Nov 12 0153:47,DK,S02665,MSC,US,MCDA,Gemini,,2178,,2178,,2461,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Nov 14,252,,291,,28.84,,LLEO/I,,
44,S02566,02566,1966-104A,PH H,Gemini XII,Gemini SC12,1966 Nov 11,S02665,1966 Nov 12 0153:47,Earth,1966 Nov 12 0249:37,UDK,,MSC,US,MCDA,Gemini,,2178,,2178,,2461,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Nov 14,252,,291,,28.84,,LLEO/I,,
45,S02566,02566,1966-104A,PH H,Gemini XII,Gemini SC12,1966 Nov 11,S02567,1966 Nov 12 0249:37,Earth,1966 Nov 12 0254:27,DK,S02565,MSC,US,MCDA,Gemini,,2178,,2178,,2461,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Nov 14,252,,291,,28.84,,LLEO/I,,
46,S02566,02566,1966-104A,PH H,Gemini XII,Gemini SC12,1966 Nov 11,S02565,1966 Nov 12 0254:27,Earth,1966 Nov 14 0037:30,UDK,,MSC,US,MCDA,Gemini,,2178,,2178,,2461,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Nov 14,252,,291,,28.84,,LLEO/I,,
47,A01078,NNA E,1966-104,CP E,G4C-41,J. Lovell,1966 Nov 11,S02566,1966 Nov 12 1845,Earth,1966 Nov 13 1535,TFR E,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
48,A01079,NNA E,1966-104,CP E,G4C-42,E. Aldrin,1966 Nov 11,S02566,1966 Nov 12 1845,Earth,1966 Nov 13 1535,TFR E,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
49,A01078,NNA E,1966-104,CP E,G4C-41,J. Lovell,1966 Nov 11,S02566,1966 Nov 13 1535,Earth,1966 Nov 13 1742,EVA,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
50,A01079,NNA E,1966-104,CP E,G4C-42,E. Aldrin,1966 Nov 11,S02566,1966 Nov 13 1535,Earth,1966 Nov 13 1742,EVA,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
51,A01078,NNA E,1966-104,CP E,G4C-41,J. Lovell,1966 Nov 11,S02566,1966 Nov 13 1742,Earth,1966 Nov 14 1452,TFR E,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
52,A01079,NNA E,1966-104,CP E,G4C-42,E. Aldrin,1966 Nov 11,S02566,1966 Nov 13 1742,Earth,1966 Nov 14 1452,TFR E,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
53,S02566,02566,1966-104A,PH H,Gemini XII,Gemini SC12,1966 Nov 11,S02565,1966 Nov 14 0037:30,Earth,1966 Nov 15 1921:04,L,24 35N 69 57W,MSC,US,MCDA,Gemini,,2178,,2178,,2461,,3.5,,1.2,,3.5,,Cone + Cyl,1966 Nov 14,252,,291,,28.84,,LLEO/I,,
54,A01078,NNA E,1966-104,CP E,G4C-41,J. Lovell,1966 Nov 11,S02566,1966 Nov 14 1452,Earth,1966 Nov 14 1550,EVA,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
55,A01079,NNA E,1966-104,CP E,G4C-42,E. Aldrin,1966 Nov 11,S02566,1966 Nov 14 1452,Earth,1966 Nov 14 1550,EVA,S02566,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
56,A01078,NNA E,1966-104,CP E,G4C-41,J. Lovell,1966 Nov 11,S02566,1966 Nov 14 1550,Earth,1966 Nov 15 1921,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
57,A01079,NNA E,1966-104,CP E,G4C-42,E. Aldrin,1966 Nov 11,S02566,1966 Nov 14 1550,Earth,1966 Nov 15 1921,AL IN,,MSC,US,CLARK,G4C,,122,,122,,0,,2.0,,0.5,,8.5,,Suit + Tether,1966 Nov 13,258,,291,,28.90,,LLEO/I,,
58,S03014,03014,1967-105A,PP-H,Kosmos-186,Soyuz No. 6,1967 Oct 27,S03020,1967 Oct 30 0920,Earth,1967 Oct 30 1250,UDK,,TSKBEM,SU,TSKBEM,Soyuz,,2800,,2720,,6450,,2.2,,2.2,,2.2,,Cone,1967 Oct 29,171,,251,,51.71,,LLEO/I,,
59,S03014,03014,1967-105A,PP-H,Kosmos-186,Soyuz No. 6,1967 Oct 27,S03020,1967 Oct 30 1250,Earth,1967 Oct 31 0812,L,Kaz.,TSKBEM,SU,RKKE,Soyuz,,2800,,2720,,6450,,2.2,,2.2,,2.2,,Cone,1967 Oct 29,171,,251,,51.71,,LLEO/I,,
60,S03183,03183,1968-029A,PP-H,Kosmos-212,Soyuz No. 8,1968 Apr 14,S03193,1968 Apr 15 1021,Earth,1968 Apr 15 1411,UDK,,TSKBEM,SU,TSKBEM,Soyuz,,2810,,2810,,6560,,7.2,,2.2,,10.6,,Sphere + Cone + Cyl + 2 Pan,1968 Apr 15,180,,200,,51.67,,LLEO/I,,
61,S03183,03183,1968-029A,PP-H,Kosmos-212,Soyuz No. 8,1968 Apr 14,S03193,1968 Apr 15 1411,Earth,1968 Apr 20 0811?,L,,TSKBEM,SU,RKKE,Soyuz,,2810,,2810,,6560,,7.2,,2.2,,10.6,,Sphere + Cone + Cyl + 2 Pan,1968 Apr 15,180,,200,,51.67,,LLEO/I,,
62,S03504,03504,1968-091A,P  I,Kosmos-249 main debris,I2P No. 412?,1968 Oct 20,S03504,1968 Oct 20 0733?,Earth,,O,,PKO,SU,TSKBM/KB1,IS,,1400,,1400,,1400,,4.2,,1.8,,4.2,,Cyl + Truss,1968 Oct 20,104,,137,,62.27,,LLEO/I,,
63,S03530,03530,1968-097A,P  I,Kosmos-252 main debris,I2P No. 413?,1968 Nov  1,S03530,1968 Nov  1 0402,Earth,,O,,PKO,SU,TSKBM/KB1,IS,,1400,,1400,,1400,,4.2,,1.8,,4.2,,Cyl + Truss,1968 Nov  8,530,,2147,,62.32,,LEO/I,,
64,S03654,03654,1969-004A,PH H,Soyuz-4,Soyuz No. 12,1969 Jan 14,S03656,1969 Jan 16 0820,Earth,1969 Jan 16 1255,UDK,,TSKBEM,SU,TSKBEM,Soyuz,KTDU-35,2810,,2810,,6560,,7.2,,2.2,,10.6,,Sphere + Cone + Cyl + 2 Pan,1969 Jan 15,206,,224,,51.70,,LLEO/I,,
65,A01512,NNA E,1969-005,CP E,Yastreb (1),Yastreb [Eliseev],1969 Jan 15,A01514,1969 Jan 16 1148,Earth,1969 Jan 17 0650:47,AL IN,,RKKE,SU,ZVEZ,Yastreb,,120,,40,,0,,2.0,,0.5,,2.0,,Suit,1969 Jan 16,211,,234,,51.70,,LLEO/I,,
66,A01513,NNA E,1969-005,CP E,Yastreb (2),Yastreb [Khrunov],1969 Jan 15,A01514,1969 Jan 16 1148,Earth,1969 Jan 17 0650:47,AL IN,,RKKE,SU,ZVEZ,Yastreb,,120,,40,,0,,2.0,,0.5,,2.0,,Suit,1969 Jan 16,211,,234,,51.70,,LLEO/I,,
67,S03654,03654,1969-004A,PH H,Soyuz-4,Soyuz No. 12,1969 Jan 14,S03656,1969 Jan 16 1255,Earth,1969 Jan 17 0650:47,L,50.02N 72.68E,TSKBEM,SU,RKKE,Soyuz,KTDU-35,2810,,2810,,6560,,7.2,,2.2,,10.6,,Sphere + Cone + Cyl + 2 Pan,1969 Jan 15,206,,224,,51.70,,LLEO/I,,
68,S03769,03769,1969-018A,PH H,Gumdrop,Apollo CM-104,1969 Mar  3,S03771,1969 Mar  3 1902:08,Earth,1969 Mar  3 2008:06,ATT,S03770,MSC,US,NAAD,CM,,5626,,5626,,26814,,3.5,,3.9,,3.9,,Cone,1969 Mar  5,204,,498,,33.83,,LLEO/I,,
69,S03769,03769,1969-018A,PH H,Gumdrop,Apollo CM-104,1969 Mar  3,S03770,1969 Mar  3 2008:06,Earth,1969 Mar  7 1859,N,,MSC,US,NAAD,CM,,5626,,5626,,26814,,3.5,,3.9,,3.9,,Cone,1969 Mar  5,204,,498,,33.83,,LLEO/I,,
70,A01548,NNA E,1969-018,CP E,A7L-020,A7L PGA  [McDivitt],1969 Mar  3,S03771,1969 Mar  6 1751,Earth,1969 Mar  6 1800?,TFR,S03769,MSC,US,ILC,Apollo EMU,,150,,50,,0,,2.0,,0.5,,2.0,,Suit,1969 Mar  6,223,,241,,33.60,,LLEO/I,,
71,A01550,NNA E,1969-018,CP E,A7L-015,A7L PGA  [Schweickart],1969 Mar  3,S03771,1969 Mar  6 1751,Earth,1969 Mar  6 1800?,TFR,S03769,MSC,US,ILC,Apollo EMU,,150,,50,,0,,2.0,,0.5,,2.0,,Suit,1969 Mar  6,223,,241,,33.60,,LLEO/I,,
72,A01549,NNA E,1969-018,CP E,A7L-019,A7L PGA  [Scott],1969 Mar  3,S03769,1969 Mar  6 1754,Earth,1969 Mar 13 1700:54,AL IN,,MSC,US,ILC,Apollo EMU,,150,,50,,0,,2.0,,0.5,,2.0,,Suit,1969 Mar  6,223,,241,,33.60,,LLEO/I,,
73,A01548,NNA E,1969-018,CP E,A7L-020,A7L PGA  [McDivitt],1969 Mar  3,S03769,1969 Mar  6 1800?,Earth,1969 Mar 13 1700:54,AL IN,,MSC,US,ILC,Apollo EMU,,150,,50,,0,,2.0,,0.5,,2.0,,Suit,1969 Mar  6,223,,241,,33.60,,LLEO/I,,
74,A01550,NNA E,1969-018,CP E,A7L-015,A7L PGA  [Schweickart],1969 Mar  3,S03769,1969 Mar  6 1800?,Earth,1969 Mar 13 1700:54,AL IN,,MSC,US,ILC,Apollo EMU,,150,,50,,0,,2.0,,0.5,,2.0,,Suit,1969 Mar  6,223,,241,,33.60,,LLEO/I,,
75,S03771,03771,1969-018C,PP H,Spider,LM 3 AS,1969 Mar  3,S03769,1969 Mar  3 2008:06,Earth,1969 Mar  7 1239:30,UDK,,MSC,US,GRUM,LM AS,,4176,,2300,,4176,,3.2,,4.3,,3.2,,Irr,1969 Apr  2,229,,6896,,28.91,,MEO,,
76,S03771,03771,1969-018C,PP H,Spider,LM 3 AS,1969 Mar  3,S03769,1969 Mar  7 1239:30,Earth,1969 Mar  7 1859,DK,S03769,MSC,US,GRUM,LM AS,,4176,,2300,,4176,,3.2,,4.3,,3.2,,Irr,1969 Apr  2,229,,6896,,28.91,,MEO,,
77,S03771,03771,1969-018C,PP H,Spider,LM 3 AS,1969 Mar  3,S03769,1969 Mar  7 1859,Earth,1969 Mar  7 2122:45,UDK,,MSC,US,GRUM,LM AS,,4176,,2300,,4176,,3.2,,4.3,,3.2,,Irr,1969 Apr  2,229,,6896,,28.91,,MEO,,
78,S03769,03769,1969-018A,PH H,Gumdrop,Apollo CM-104,1969 Mar  3,S03770,1969 Mar  7 1859,Earth,1969 Mar 13 1700:54,L,,MSC,US,NAAD,CM,,5626,,5626,,26814,,3.5,,3.9,,3.9,,Cone,1969 Mar  5,204,,498,,33.83,,LLEO/I,,
79,S03771,03771,1969-018C,PP H,Spider,LM 3 AS,1969 Mar  3,S03769,1969 Mar  7 2122:45,Earth,1981 Oct 23,R,,MSC,US,GRUM,LM AS,,4176,,2300,,4176,,3.2,,4.3,,3.2,,Irr,1969 Apr  2,229,,6896,,28.91,,MEO,,
80,S03941,03941,1969-043A,PH HD,Charlie Brown,Apollo CM-106,1969 May 18,S03949,1969 May 18 2006:37,Earth,1969 May 18 2045:26,ATT,S03943,MSC,US,NAAD,CM,,5505,,5505,,28735,,3.5,,3.9,,3.9,,Cone,1969 May 18,227,,607532,,31.80,,CLO,,
81,S03941,03941,1969-043A,PH HD,Charlie Brown,Apollo CM-106,1969 May 18,S03943,1969 May 18 2045:26,Earth,1969 May 19 0949,DSO,D00253,MSC,US,NAAD,CM,,5505,,5505,,28735,,3.5,,3.9,,3.9,,Cone,1969 May 18,227,,607532,,31.80,,CLO,,
82,S03949,03949,1969-043D,PP HD,Snoopy,LM 4 AS,1969 May 18,S03941,1969 May 18 2045:26,Earth,1969 May 19 0949,DSA,D00244,MSC,US,GRUM,LM AS,,3752,,2378,,3752,,3.2,,4.3,,3.2,,Irr,1969 May 18,227,,607532,,31.80,,CLO,,
83,S04039,04039,1969-059A,PH HD,Columbia,Apollo CM-107,1969 Jul 16,S04041,1969 Jul 16 1656:03,Earth,1969 Jul 16 1749:03,ATT,S04040,MSC,US,NAAD,CM,,5491,,5380,,28791,,3.5,,3.9,,3.9,,Cone,1969 Jul 16,222,,565954,,31.40,,CLO,,
84,S04039,04039,1969-059A,PH HD,Columbia,Apollo CM-107,1969 Jul 16,S04040,1969 Jul 16 1749:03,Earth,1969 Jul 17 1641,DSO,D00273,MSC,US,NAAD,CM,,5491,,5380,,28791,,3.5,,3.9,,3.9,,Cone,1969 Jul 16,222,,565954,,31.40,,CLO,,
