,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
495,A02208,1972-079,SRV-3,1972 Oct 10,1972 Dec 16,1972 Dec 16,1972 Dec 16,D,SRV,,,D,D,RV,,,,,,,U,,,
496,A02218,1972-096,LM 12 DS,1972 Dec  7,1972 Dec 11,1972 Dec 11,1972 Dec 11 1955,,LM DS,,,M,C,SS,[US],,,,,,U,,,
497,A02223,1972-096,LRV-3,1972 Dec  7,1972 Dec 14,1972 Dec 14,1972 Dec 14,,LRV,,,,C,SS,,,,,,,U,,,
498,A02224,1972-096,ALSEP,1972 Dec  7,1977 Sep 30,1977 Sep 30,1977 Sep 30,,ALSEP,,,,C,SCI,,,,,,,U,,PL,"Lunar science, Apollo 17"
499,A02233,1972-079,SRV-4,1972 Oct 10,1973 Jan  8,1973 Jan  8,1973 Jan  8,D,SRV,,,D,D,RV,,,,,,,U,,,
500,A02240,1972-103,SRV-1,1972 Dec 21,1973 Jan  8,1973 Jan  8,1973 Jan  8,D,SRV,,,D,D,RV,,,,,,,U,,,
501,A02243,1973-001,Lunokhod-2,1973 Jan  8,1973 Jun  3,1973 Jun  3,1973 Jun  3,,8EL,,,,C,PLAN,,,,,,,U,,PL,Lunar rover
502,A02245,1972-103,SRV-2,1972 Dec 21,1973 Jan 21,1973 Jan 21,1973 Jan 21,D,SRV,,,D,D,RV,,,,,,,U,,,
503,A02254,1973-014,SRV-1,1973 Mar  9,1973 Mar 27,1973 Mar 27,1973 Mar 27,D,SRV,,,D,D,RV,,,,,,,U,,,
504,A02256,1973-017,KSI,1973 Apr  3,1973 Apr 16,1973 Apr 16,1973 Apr 16,,KSI,,,D,D,RV,,,,,,,U,,,
505,A02259,1973-014,SRV-2,1973 Mar  9,1973 Apr 11,1973 Apr 11,1973 Apr 11,D,SRV,,,D,D,RV,,,,,,,U,,,
506,A02262,1973-014,SRV-3,1973 Mar  9,1973 Apr 28,1973 Apr 28,1973 Apr 28,D,SRV,,,D,D,RV,,,,,,,U,,,
507,A02263,1973-014,SRV-5,1973 Mar  9,1973 Apr 20,1973 Apr 20,1973 Apr 20,D,SRV-5,,,D,D,RV,,,,,,,U,,,
508,A02270,1973-014,SRV-4,1973 Mar  9,1973 May 18,1973 May 18,1973 May 18,D,SRV,,,D,D,RV,,,,,,,U,,,
509,A02274,1973-027,Skylab Airlock Module,1973 May 14,1979 Jul 11,1979 Jul 11,1979 Jul 11,,Skylab,,,,C,SS,,,,,,,U,,,
510,A02275,1973-027,Multiple Docking Adapter,1973 May 14,1979 Jul 11,1979 Jul 11,1979 Jul 11,,Skylab,,,,C,SS,,,,,,,U,,,
511,A02276,1973-027,Apollo Telescope Mount,1973 May 14,1979 Jul 11,1979 Jul 11,1979 Jul 11,,Skylab,,,,C,SS,,,,,,,S,,SOL/SX,Solar observatory on Skylab
512,A02280,1973-028,SRV-1,1973 May 16,1973 May 31,1973 May 31,1973 May 31,D,SRV,,,D,D,RV,,,,,,,U,,,
513,A02299,1973-028,SRV-2,1973 May 16,1973 Jun 13,1973 Jun 13,1973 Jun 13,D,SRV,,,D,D,RV,,,,,,,U,,,
514,A02311,1973-050,[S-150 Experiment],1973 Jul 28,1973 Jul 28,1973 Jul 28,1973 Jul 28,,Skylab Aux,,,,C,AST,US,A/AC.105/INF.280,,,,,S,,XRA,Galactic XR detector on Skylab S4B
515,A02316,1973-046,SRV-1,1973 Jul 13,1973 Jul 31,1973 Jul 31,1973 Jul 31,D,SRV,,,D,D,RV,,,,,,,U,,,
516,A02322,1973-046,SRV-2,1973 Jul 13,1973 Aug 29,1973 Aug 29,1973 Aug 29,D,SRV,,,D,D,RV,,,,,,,U,,,
517,A02323,1973-046,SRV 1206-5,1973 Jul 13,1973 Aug 24,1973 Aug 24,1973 Aug 24,D,SRV-5,,,D,D,RV,,,,,,,U,,,
518,A02329,1973-046,SRV-3,1973 Jul 13,1973 Sep 29,1973 Sep 29,1973 Sep 29,D,SRV,,,D,D,RV,,,,,,,U,,,
519,A02335,1973-046,SRV-4,1973 Jul 13,1973 Oct 11,1973 Oct 11,1973 Oct 11,D,SRV,,,D,D,RV,,,,,,,U,,,
520,A02340,1973-068,SRV-1,1973 Sep 27,1973 Oct  7,1973 Oct  7,1973 Oct  7,D,SRV,,,D,D,RV,,,,,,,U,,,
521,A02342,1973-070,Kapsula Kosmosa-596,1973 Oct  3,1973 Oct  9,1973 Oct  9,1973 Oct  9,,FEU-170,,,D,D,RV,,,,,,,U,,,
522,A02350,1973-068,SRV-2,1973 Sep 27,1973 Oct 28,1973 Oct 28,1973 Oct 28,D,SRV,,,D,D,RV,,,,,,,U,,,
523,A02368,1973-088,SRV-1,1973 Nov 10,1973 Nov 29,1973 Nov 29,1973 Nov 29,D,SRV,,,D,D,RV,,,,,,,U,,,
524,A02372,1973-088,SRV-2,1973 Nov 10,1973 Dec 29,1973 Dec 29,1973 Dec 29,D,SRV,,,D,D,RV,,,,,,,U,,,
525,A02378,1973-088,SRV 1207-5,1973 Nov 19,1974 Jan  8,1974 Jan  8,1974 Jan  8,D,SRV-5,,,D,D,RV,,,,,,,U,,,
526,A02381,1973-088,SRV-3,1973 Nov 10,1974 Feb 15,1974 Feb 15,1974 Feb 15,D,SRV,,,D,D,RV,,,,,,,U,,,
527,A02385,1974-003,Kapsula Kosmosa-629,1974 Jan 24,1974 Feb  1,1974 Feb  1,1974 Feb  1,,FEU-170,,,D,D,RV,,,,,,,U,,,
528,A02398,1973-088,SRV-4,1973 Nov 10,1974 Mar 12,1974 Mar 12,1974 Mar 12,D,SRV,,,D,D,RV,,,,,,,U,,,
529,A02400,1974-007,SRV-1,1974 Feb 13,1974 Feb 25,1974 Feb 25,1974 Feb 25,D,SRV,,,D,D,RV,,,,,,,U,,,
530,A02409,1974-007,SRV-2,1974 Feb 13,1974 Mar 17,1974 Mar 17,1974 Mar 17,D,SRV,,,D,D,RV,,,,,,,U,,,
531,A02413,1974-020,,1974 Apr 10,1974 Apr 10,1974 Apr 10,1974 Apr 10,,STP1,,,,D,CAL,US,A/AC.105/INF.295,101.0,783,829,94.0,F,,,
532,A02423,1974-020,SRV-1,1974 Apr 10,1974 Apr 30,1974 Apr 30,1974 Apr 30,D,SRV,,,D,D,RV,,,,,,,U,,,
533,A02428,1974-020,SRV-2,1974 Apr 10,1974 May 30,1974 May 30,1974 May 30,D,SRV,,,D,D,RV,,,,,,,U,,,
534,A02444,1974-020,SRV 1208-5,1974 Apr 10,1974 Jun  9,1974 Jun  9,1974 Jun  9,D,SRV-5,,,D,D,RV,,,,,,,U,,,
535,A02450,1974-020,SRV-3,1974 Apr 10,1974 Jun 30,1974 Jun 30,1974 Jun 30,D,SRV,,,D,D,RV,,,,,,,U,,,
536,A02452,1974-042,SRV-1,1974 Jun  6,1974 Jun 30,1974 Jun 30,1974 Jun 30,D,SRV,,,D,D,RV,,,,,,,U,,,
537,A02459,1974-042,SRV-2,1974 Jun  6,1974 Jul 22,1974 Jul 22,1974 Jul 22,D,SRV,,,D,D,RV,,,,,,,U,,,
538,A02461,1974-020,SRV-4,1974 Apr 10,1974 Jul 28,1974 Jul 28,1974 Jul 28,D,SRV,,,D,D,RV,,,,,,,U,,,
539,A02478,1974-065,SRV-1,1974 Aug 14,1974 Sep  1,1974 Sep  1,1974 Sep  1,D,SRV,,,D,D,RV,,,,,,,U,,,
540,A02480,1974-046,KSI,1974 Jun 24,1974 Sep 23,1974 Sep 23,1974 Sep 23,,KSI,,,D,D,RV,,,,,,,U,,,
541,A02484,1974-065,SRV-2,1974 Aug 14,1974 Sep 28,1974 Sep 28,1974 Sep 28,D,SRV,,,D,D,RV,,,,,,,U,,,
542,A02496,1974-084,Luna-23 VA,1974 Oct 28,1974 Nov  6,1974 Nov  6,1974 Nov  6,,E-8-5 VA,,,,C,RV,,,,,,,U,,PL,"Lunar sample return, failed"
543,A02498,1974-087,Kapsula Kosmosa-692,1974 Nov  1,1974 Nov 11,1974 Nov 11,1974 Nov 11,,FEU-170,,,D,D,RV,,,,,,,U,,,
544,A02505,1974-085,SRV-1,1974 Oct 29,1974 Nov 30,1974 Nov 30,1974 Nov 30,D,SRV,,,D,D,RV,,,,,,,U,,,
545,A02516,1974-085,SRV-2,1974 Oct 29,1975 Jan 15,1975 Jan 15,1975 Jan 15,D,SRV,,,D,D,RV,,,,,,,U,,,
546,A02520,1974-085,SRV 1209-5,1974 Oct 29,1974 Dec 27,1974 Dec 27,1974 Dec 27,D,SRV-5,,,D,D,RV,,,,,,,U,,,
547,A02524,1974-085,SRV-3,1974 Oct 29,1975 Feb 15,1975 Feb 15,1975 Feb 15,D,SRV,,,D,D,RV,,,,,,,U,,,
548,A02531,1974-085,SRV-4,1974 Oct 29,1975 Mar  9,1975 Mar  9,1975 Mar  9,D,SRV,,,D,D,RV,,,,,,,U,,,
549,A02542,1975-032,SRV-1,1975 Apr 18,1975 Apr 28,1975 Apr 28,1975 Apr 28,D,SRV,,,D,D,RV,,,,,,,U,,,
550,A02557,1975-032,SRV-2,1975 Apr 18,1975 Jun  2,1975 Jun  2,1975 Jun  2,D,SRV,,,D,D,RV,,,,,,,U,,,
551,A02570,1975-051,SRV-1,1975 Jun  8,1975 Jul  1,1975 Jul  1,1975 Jul  1,D,SRV,,,D,D,RV,,,,,,,U,,,
552,A02588,1975-051,SRV-2,1975 Jun  8,1975 Sep  1,1975 Sep  1,1975 Sep  1,D,SRV,,,D,D,RV,,,,,,,U,,,
553,A02589,1975-051,SRV 1210-5,1975 Jun  8,1975 Jul 29,1975 Jul 29,1975 Jul 29,D,SRV-5,,,D,D,RV,,,,,,,U,,,
554,A02604,1975-051,SRV-3,1975 Jun  8,1975 Oct  1,1975 Oct  1,1975 Oct  1,D,SRV,,,D,D,RV,,,,,,,U,,,
555,A02611,1975-088,Kapsula Kosmosa-769,1975 Sep 23,1975 Oct  1,1975 Oct  1,1975 Oct  1,,FEU-170,,,D,D,RV,,,,,,,U,,,
556,A02617,1975-051,SRV-4,1975 Jun  8,1975 Nov  5,1975 Nov  5,1975 Nov  5,D,SRV,,,D,D,RV,,,,,,,U,,,
557,A02628,1975-098,SRV-1,1975 Oct  9,1975 Nov  3,1975 Nov  3,1975 Nov  3,D,SRV,,,D,D,RV,,,,,,,U,,,
558,A02632,1975-098,SRV-2,1975 Oct  9,1975 Nov 27,1975 Nov 27,1975 Nov 27,D,SRV,,,D,D,RV,,,,,,,U,,,
559,A02633,1975-111,FSW RV,1975 Nov 26,1975 Dec  2,1975 Dec  2,1975 Dec  2,,FSW RV,,,D,D,RV,,,,,,,U,,,
560,A02649,1975-114,SRV-1,1975 Dec  4,1976 Jan  1,1976 Jan  1,1976 Jan  1,D,SRV,,,D,D,RV,,,,,,,U,,,
561,A02657,1975-114,SRV-2,1975 Dec  4,1976 Feb  8,1976 Feb  8,1976 Feb  8,D,SRV,,,D,D,RV,,,,,,,U,,,
562,A02659,1975-114,SRV 1211-5,1975 Dec  4,1976 Feb  2,1976 Feb  2,1976 Feb  2,D,SRV-5,,,D,D,RV,,,,,,,U,,,
563,A02668,1975-114,SRV-3,1975 Dec  4,1976 Mar  1,1976 Mar  1,1976 Mar  1,D,SRV,,,D,D,RV,,,,,,,U,,,
564,A02671,1976-018,Spuskaemaya Kapsula,1976 Feb 20,1976 Feb 20,1976 Feb 29,1976 Feb 29,,SpK,,,D,D,RV,,,,,,,U,,,
565,A02673,1976-018,Spuskaemaya Kapsula,1976 Feb 20,1976 Feb 20,1976 Mar  6,1976 Mar  6,,SpK,,,D,D,RV,,,,,,,U,,,
566,A02681,1975-114,SRV-4,1975 Dec  4,1976 Apr  1,1976 Apr  1,1976 Apr  1,D,SRV,,,D,D,RV,,,,,,,U,,,
567,A02686,1976-027,SRV-1,1976 Mar 22,1976 Apr 18,1976 Apr 18,1976 Apr 18,D,SRV,,,D,D,RV,,,,,,,U,,,
568,A02696,1976-027,SRV-2,1976 Mar 22,1976 May 11,1976 May 11,1976 May 11,D,SRV,,,D,D,RV,,,,,,,U,,,
569,A02704,1976-U02,GP-A,1976 Jun 18,1976 Jun 18,1976 Jun 18,1976 Jun 18,,GP,,,,C,SCI,,,,,,,S,,,
570,A02723,1976-072,Spuskaemaya Kapsula,1976 Jul 22,1976 Jul 25,1976 Jul 25,1976 Jul 25,,SpK,,,D,D,RV,,,,,,,U,,,
571,A02725,1976-072,Spuskaemaya Kapsula,1976 Jul 22,1976 Jul 25,1976 Jul 25,1976 Jul 25,,SpK,,,D,D,RV,,,,,,,U,,,
572,A02728,1976-065,SRV-1,1976 Jul  8,1976 Aug  1,1976 Aug  1,1976 Aug  1,D,SRV,,,D,D,RV,,,,,,,U,,,
573,A02742,1976-065,SRV-2,1976 Jul  8,1976 Oct  1,1976 Oct  1,1976 Oct  1,D,SRV,,,D,D,RV,,,,,,,U,,,
574,A02743,1976-065,SRV 1212-5,1976 Jul  8,1976 Sep  8,1976 Sep  8,1976 Sep  8,D,SRV-5,,,D,D,RV,,,,,,,U,,,
575,A02755,1976-094,SRV-1,1976 Sep 15,1976 Oct  8,1976 Oct  8,1976 Oct  8,D,SRV,,,D,D,RV,,,,,,,U,,,
576,A02761,1976-065,SRV-3,1976 Jul  8,1976 Nov  1,1976 Nov  1,1976 Nov  1,D,SRV,,,D,D,RV,,,,,,,U,,,
577,A02764,1976-037AB,Kosmos-816 SS 24,1976 Apr 28,1976 Apr 28,1976 Apr 28,1976 Apr 28,,ESO,,,,D,CAL,,,,,,,U,,,
578,A02767,1976-094,SRV-2,1976 Sep 15,1976 Nov  4,1976 Nov  4,1976 Nov  4,D,SRV,,,D,D,RV,,,,,,,U,,,
579,A02775,1976-117,FSW RV,1976 Dec  7,1976 Dec  9,1976 Dec  9,1976 Dec  9,,FSW RV,,,D,D,RV,,,,,,,U,,,
580,A02778,1976-065,SRV-4,1976 Jul  8,1976 Dec 13,1976 Dec 13,1976 Dec 13,D,SRV,,,D,D,RV,,,,,,,U,,,
581,A02798,1976-057,KSI,1976 Jun 22,1977 Feb 26,1977 Feb 26,1977 Feb 26,,KSI,,,D,D,RV,,,,,,,U,,,
582,A02807,1977-019,SRV-1,1977 Mar 13,1977 Apr 17,1977 Apr 17,1977 Apr 17,D,SRV,,,D,D,RV,,,,,,,U,,,
583,A02815,1977-030,Spuskaemaya Kapsula,1977 Apr 26,1977 May  6,1977 May  6,1977 May  6,,SpK,,,D,D,RV,,,,,,,U,,,
584,A02817,1977-030,Spuskaemaya Kapsula,1977 Apr 26,1977 May 14,1977 May 14,1977 May 14,,SpK,,,D,D,RV,,,,,,,U,,,
585,A02820,1977-019,SRV-2,1977 Mar 13,1977 May 21,1977 May 21,1977 May 21,D,SRV,,,D,D,RV,,,,,,,U,,,
586,A02840,1977-056,SRV-1,1977 Jun 27,1977 Jul 23,1977 Jul 23,1977 Jul 23,D,SRV,,,D,D,RV,,,,,,,U,,,
587,A02843,1977-066,Kosmos-929 VA,1977 Jul 17,1977 Aug 17,1977 Aug 17,1977 Aug 17,,TKS VA,,,,D,SS,,,,,,,U,,,
588,A02851,1977-056,SRV-2,1977 Jun 27,1977 Aug 31,1977 Aug 31,1977 Aug 31,D,SRV,,,D,D,RV,,,,,,,U,,,
589,A02856,1977-085,Spuskaemaya Kapsula,1977 Sep  6,1977 Sep 16,1977 Sep 16,1977 Sep 16,,SpK,,,D,D,RV,,,,,,,U,,,
590,A02862,1977-085,Spuskaemaya Kapsula,1977 Sep  6,1977 Sep 24,1977 Sep 24,1977 Sep 24,,SpK,,,D,D,RV,,,,,,,U,,,
591,A02866,1976-124V,Kosmos-885 SS 18,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
592,A02867,1976-124W,Kosmos-885 SS 19,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
593,A02868,1976-124X,Kosmos-885 SS 20,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
594,A02869,1976-124Y,Kosmos-885 SS 21,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
595,A02870,1976-124Z,Kosmos-885 SS 22,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
596,A02871,1976-124AA,Kosmos-885 SS 23,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
597,A02872,1976-124AB,Kosmos-885 SS 24,1976 Dec 17,1976 Dec 17,1976 Dec 17,1976 Dec 17,,ESO,,,,D,CAL,,,,,,,U,,,
598,A02879,1977-056,SRV 1213-5,1977 Jun 27,1977 Oct 18,1977 Oct 18,1977 Oct 18,D,SRV-5,,,D,D,RV,,,,,,,U,,,
599,A02886,1977-094,SRV-1,1977 Sep 23,1977 Oct 31,1977 Oct 31,1977 Oct 31,D,SRV,,,D,D,RV,,,,,,,U,,,
600,A02891,1977-056,SRV-3,1977 Jun 27,1977 Nov  4,1977 Nov  4,1977 Nov  4,D,SRV,,,D,D,RV,,,,,,,U,,,
601,A02892,1977-042Y,Kosmos-913 SS 21,1977 May 30,1977 May 30,1977 May 30,1977 May 30,,ESO,,,,D,CAL,,,,,,,U,,,
602,A02893,1977-042Z,Kosmos-913 SS 22,1977 May 30,1977 May 30,1977 May 30,1977 May 30,,ESO,,,,D,CAL,,,,,,,U,,,
603,A02894,1977-042AA,Kosmos-913 SS 23,1977 May 30,1977 May 30,1977 May 30,1977 May 30,,ESO,,,,D,CAL,,,,,,,U,,,
604,A02895,1977-042AB,Kosmos-913 SS 24,1977 May 30,1977 May 30,1977 May 30,1977 May 30,,ESO,,,,D,CAL,,,,,,,U,,,
605,A02897,1977-094,SRV-2,1977 Sep 23,1977 Dec  4,1977 Dec  4,1977 Dec  4,D,SRV,,,D,D,RV,,,,,,,U,,,
606,A02907,1977-056,SRV-4,1977 Jun 27,1977 Dec 22,1977 Dec 22,1977 Dec 22,D,SRV,,,D,D,RV,,,,,,,U,,,
607,A02917,1978-011,FSW RV,1978 Jan 26,1978 Jan 30,1978 Jan 30,1978 Jan 30,,FSW RV,,,D,D,RV,,,,,,,U,,,
608,A02929,1978-026C,[PIX],1978 Mar  5,1981 Jan 27,1981 Jan 27,1981 Jan 27,,Delta Attached,,,,C,TECH,US,ST/SG/SER.E/011,103.2,903,920,99.1,U,,,
609,A02934,1978-029A,S3-4,1978 Mar 16,1978 Mar 16,1978 Sep 11,1978 Sep 11,,STP1,,,,D,TECH,,,,,,,S,,,
610,A02950,1978-029,SRV-1,1978 Mar 16,1978 Apr 22,1978 Apr 22,1978 Apr 22,D,SRV,,,D,D,RV,,,,,,,U,,,
611,A02959,1977-111AD,Kosmos-965 SS 24,1977 Dec  8,1977 Dec  8,1977 Dec  8,1977 Dec  8,,ESO,,,,D,CAL,,,,,,,U,,,
612,A02962,1978-029,SRV-2,1978 Mar 16,1978 Jun 15,1978 Jun 15,1978 Jun 15,D,SRV,,,D,D,RV,,,,,,,U,,,
613,A02975,1978-029,SRV 1214-5,1978 Mar 16,1978 Jul 11,1978 Jul 11,1978 Jul 11,D,SRV-5,,,D,D,RV,,,,,,,U,,,
614,A02980,1978-029,SRV-3,1978 Mar 16,1978 Aug  1,1978 Aug  1,1978 Aug  1,D,SRV,,,D,D,RV,,,,,,,U,,,
615,A02984,1978-076,Spuskaemaya Kapsula,1978 Aug  5,1978 Aug  5,1978 Aug 15,1978 Aug 15,,SpK,,,D,D,RV,,,,,,,U,,,
616,A02986,1978-076,Spuskaemaya Kapsula,1978 Aug  5,1978 Aug  5,1978 Aug 23,1978 Aug 23,,SpK,,,D,D,RV,,,,,,,U,,,
617,A02994,1978-029,SRV-4,1978 Mar 16,1978 Sep  9,1978 Sep  9,1978 Sep  9,D,SRV,,,D,D,RV,,,,,,,U,,,
618,A03057,1979-019,Spuskaemaya Kapsula,1979 Feb 27,1979 Feb 27,1979 Mar  7,1979 Mar  7,,SpK,,,D,D,RV,,,,,,,U,,,
619,A03059,1979-019,Spuskaemaya Kapsula,1979 Feb 27,1979 Feb 27,1979 Mar 11,1979 Mar 11,,SpK,,,D,D,RV,,,,,,,U,,,
620,A03069,1979-025,SRV-1,1979 Mar 16,1979 Apr 30,1979 Apr 30,1979 Apr 30,D,SRV,,,D,D,RV,,,,,,,U,,,
621,A03074,1979-037,Spuskaemaya Kapsula,1979 Apr 27,1979 May  8,1979 May  8,1979 May  8,,SpK,,,D,D,RV,,,,,,,U,,,
622,A03076,1979-037,Spuskaemaya Kapsula,1979 Apr 27,1979 May 18,1979 May 18,1979 May 18,,SpK,,,D,D,RV,,,,,,,U,,,
623,A03090,1979-025,SRV-2,1979 Mar 16,1979 Jun 10,1979 Jun 10,1979 Jun 10,D,SRV,,,D,D,RV,,,,,,,U,,,
624,A03095,1978-120J,Kosmos-1065 SS 7,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
625,A03096,1978-120K,Kosmos-1065 SS 8,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
626,A03097,1978-120L,Kosmos-1065 SS 9,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
627,A03098,1978-120M,Kosmos-1065 SS 10,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
628,A03099,1978-120N,Kosmos-1065 SS 11,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
629,A03100,1978-120P,Kosmos-1065 SS 12,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
630,A03101,1978-120Q,Kosmos-1065 SS 13,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
631,A03102,1978-120R,Kosmos-1065 SS 14,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
632,A03103,1978-120S,Kosmos-1065 SS 15,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
633,A03104,1978-120T,Kosmos-1065 SS 16,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
634,A03105,1978-120U,Kosmos-1065 SS 17,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
635,A03106,1978-120V,Kosmos-1065 SS 18,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
636,A03107,1978-120W,Kosmos-1065 SS 19,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
637,A03108,1978-120X,Kosmos-1065 SS 20,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
638,A03109,1978-120Y,Kosmos-1065 SS 21,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
639,A03110,1978-120Z,Kosmos-1065 SS 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
640,A03111,1978-120AA,Kosmos-1065 SS 23,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
641,A03112,1978-120AB,Kosmos-1065 SS 24,1978 Dec 22,1978 Dec 22,1978 Dec 22,1978 Dec 22,,ESO,,,,D,CAL,,,,,,,U,,,
642,A03115,1979-044,SRV-1,1979 May 28,1979 Jul  3,1979 Jul  3,1979 Jul  3,D,SRV,,,D,D,RV,,,,,,,U,,,
643,A03117,1979-025,SRV 1215-5,1979 Mar 16,1979 Jul 12,1979 Jul 12,1979 Jul 12,D,SRV-5,,,D,D,RV,,,,,,,U,,,
644,A03124,1979-025,SRV-3,1979 Mar 16,1979 Aug 15,1979 Aug 15,1979 Aug 15,D,SRV,,,D,D,RV,,,,,,,U,,,
645,A03135,1979-074,Spuskaemaya Kapsula,1979 Aug 14,1979 Aug 14,1979 Aug 24,1979 Aug 24,,SpK,,,D,D,RV,,,,,,,U,,,
646,A03137,1979-044,SRV-2,1979 May 28,1979 Aug 25,1979 Aug 25,1979 Aug 25,D,SRV,,,D,D,RV,,,,,,,U,,,
647,A03139,1979-075,Kapsula Kosmosa-1122,1979 Aug 17,1979 Aug 27?,1979 Aug 27?,1979 Aug 27?,,Nauka 31KS,,,,D,TECH,,,,,,,U,,,
648,A03142,1979-074,Spuskaemaya Kapsula,1979 Aug 14,1979 Aug 14,1979 Sep  1,1979 Sep  1,,SpK,,,D,D,RV,,,,,,,U,,,
649,A03151,1979-025,SRV-4,1979 Mar 16,1979 Sep 21,1979 Sep 21,1979 Sep 21,D,SRV,,,D,D,RV,,,,,,,U,,,
650,A03164,1979-097,Spuskaemaya Kapsula,1979 Nov  2,1979 Nov  2,1979 Nov 12,1979 Nov 12,,SpK,,,D,D,RV,,,,,,,U,,,
651,A03166,1979-097,Spuskaemaya Kapsula,1979 Nov  2,1979 Nov  2,1979 Nov 20,1979 Nov 20,,SpK,,,D,D,RV,,,,,,,U,,,
652,A03176,1980-006,Spuskaemaya Kapsula,1980 Jan 24,1980 Jan 24,1980 Feb  2,1980 Feb  2,,SpK,,,D,D,RV,,,,,,,U,,,
653,A03178,1980-006,Spuskaemaya Kapsula,1980 Jan 24,1980 Jan 24,1980 Feb  6,1980 Feb  6,,SpK,,,D,D,RV,,,,,,,U,,,
654,A03198,1980-035,Spuskaemaya Kapsula,1980 Apr 29,1980 May 13,1980 May 13,1980 May 13,,SpK,,,D,D,RV,,,,,,,U,,,
655,A03202,1980-035,Spuskaemaya Kapsula,1980 Apr 29,1980 May 28,1980 May 28,1980 May 28,,SpK,,,D,D,RV,,,,,,,U,,,
656,A03217,1980-052,SRV-1,1980 Jun 18,1980 Aug  1,1980 Aug  1,1980 Aug  1,D,SRV,,,D,D,RV,,,,,,,U,,,
657,A03226,1980-071,Spuskaemaya Kapsula,1980 Aug 26,1980 Aug 26,1980 Sep  5,1980 Sep  5,,SpK,,,D,D,RV,,,,,,,U,,,
658,A03228,1980-052,SRV-2,1980 Jun 18,1980 Sep  1,1980 Sep  1,1980 Sep  1,D,SRV,,,D,D,RV,,,,,,,U,,,
659,A03232,1980-071,Spuskaemaya Kapsula,1980 Aug 26,1980 Aug 26,1980 Sep 12,1980 Sep 12,,SpK,,,D,D,RV,,,,,,,U,,,
660,A03245,1980-052,SRV 1216-5,1980 Jun 18,1980 Oct 15,1980 Oct 15,1980 Oct 15,D,SRV-5,,,D,D,RV,,,,,,,U,,,
661,A03250,1980-052,SRV-3,1980 Jun 18,1980 Oct  3,1980 Oct  3,1980 Oct  3,D,SRV,,,D,D,RV,,,,,,,U,,,
662,A03255,1980-086,Spuskaemaya Kapsula,1980 Oct 30,1980 Nov 13,1980 Nov 13,1980 Nov 13,,SpK,,,D,D,RV,,,,,,,U,,,
