,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
1030,A04860,1990-059,HS-601 Model,1990 Jul 16,1990 Jul 16,1990 Jul 16,1990 Jul 16,,EPKM,,,,C,TECH,[CN],,,,,,U,,,
1031,A04869,1990-069,Spuskaemaya Kapsula,1990 Aug  3,1990 Aug 23,1990 Aug 23,1990 Aug 23,,SpK,,,D,D,RV,,,,,,,U,,,
1032,A04874,1990-069,Spuskaemaya Kapsula,1990 Aug  3,1990 Sep 12,1990 Sep 12,1990 Sep 12,,SpK,,,D,D,RV,,,,,,,U,,,
1033,A04884,1990-090,IUS ASE-2,1990 Oct  6,1990 Oct 10,1990 Oct 10,1990 Oct 10 1357,,IUS ASE,,,,C,TECH,,,,,,,S,,,
1034,A04891,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Oct 10?,1990 Oct 10?,,SpK,,,D,D,RV,,,,,,,U,,,
1035,A04892,1990-089,FSW RV,1990 Oct  5,1990 Oct 13,1990 Oct 13,1990 Oct 13,,FSW RV,,,D,D,RV,,,,,,,U,,,
1036,A04894,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Oct 17,1990 Oct 17,,SpK,,,D,D,RV,,,,,,,U,,,
1037,A04896,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Oct 24,1990 Oct 24,,SpK,,,D,D,RV,,,,,,,U,,,
1038,A04898,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Oct 31,1990 Oct 31,,SpK,,,D,D,RV,,,,,,,U,,,
1039,A04900,1990-092,Spuskaemaya Kapsula,1990 Oct 16,1990 Nov  1,1990 Nov  1,1990 Nov  1,,SpK,,,D,D,RV,,,,,,,U,,,
1040,A04901,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Nov  8,1990 Nov  8,,SpK,,,D,D,RV,,,,,,,U,,,
1041,A04903,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Nov 14,1990 Nov 14,,SpK,,,D,D,RV,,,,,,,U,,,
1042,A04907,1990-097E,PROWLER,1990 Nov 15,1990 Nov 17,1992?,1992?,,PROWLER,,,,D,TECH,[US],,,,,,U,,,
1043,A04912,1990-092,Spuskaemaya Kapsula,1990 Oct 16,1990 Nov 20,1990 Nov 20,1990 Nov 20,,SpK,,,D,D,RV,,,,,,,U,,,
1044,A04913,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Nov 21,1990 Nov 21,,SpK,,,D,D,RV,,,,,,,U,,,
1045,A04919,1990-085,VBK Raduga,1990 Sep 27,1990 Nov 28,1990 Nov 28,1990 Nov 28,,VBK,,,,C,RV,,,,,,,U,,,
1046,A04920,1990-087,Spuskaemaya Kapsula,1990 Oct  1,1990 Oct  1,1990 Nov 28,1990 Nov 28,,SpK,,,D,D,RV,,,,,,,U,,,
1047,A04925,1990-106,Astro 1 Fwd,1990 Dec  2,1990 Dec 11,1990 Dec 11,1990 Dec 11,,PLT,,,,C,AST,,,,,,,U,,UVA,HUT/WUPPE/UIT telescopes on STS-35
1048,A04926,1990-106,Astro 1 Aft,1990 Dec  2,1990 Dec 11,1990 Dec 11,1990 Dec 11,,PLT,,,,C,TECH,,,,,,,U,,,
1049,A04927,1990-106,BBXRT,1990 Dec  2,1990 Dec 11,1990 Dec 11,1990 Dec 11,,BBXRT TSS,,,,C,AST,,,,,,,U,,XRA,Broadband XR telescope on STS-35
1050,A04935,1990-109,Spuskaemaya Kapsula,1990 Dec  4,1990 Dec 20,1990 Dec 20,1990 Dec 20,,SpK,,,D,D,RV,,,,,,,U,,,
1051,A04939,1990-109,Spuskaemaya Kapsula,1990 Dec  4,1991 Jan 10,1991 Jan 10,1991 Jan 10,,SpK,,,D,D,RV,,,,,,,U,,,
1052,A04944,1991-006A,AMSAT-OSCAR-21,1991 Jan 29,1992?,1996?,1996?,,Radio RS,,,,C,COM,,,,,,,S,,,
1053,A04947,1991-008,Spuskaemaya Kapsula,1991 Feb  7,1991 Feb 17,1991 Feb 17,1991 Feb 17,,SpK,,,D,D,RV,,,,,,,U,,,
1054,A04950,1991-008,Spuskaemaya Kapsula,1991 Feb  7,1991 Mar 20,1991 Mar 20,1991 Mar 20,,SpK,,,D,D,RV,,,,,,,U,,,
1055,A04984,1991-023,Spuskaemaya Kapsula,1991 Mar 26,1991 Apr 15,1991 Apr 15,1991 Apr 15,,SpK,,,D,D,RV,,,,,,,U,,,
1056,A04993,1991-031,STP-1,1991 Apr 28,1991 May  6,1991 May  6,1991 May  6,,MPESS,,,,D,TECH,,,,,,,U,,,
1057,A04995,1991-031,AFP-675,1991 Apr 28,1991 May  6,1991 May  6,1991 May  6,,ESS,,,,D,TECH,,,,,,,U,,XRA/IRA,IR background
1058,A05000,1991-023,Spuskaemaya Kapsula,1991 Mar 26,1991 May  4,1991 May  4,1991 May  4,,SpK,,,D,D,RV,,,,,,,U,,,
1059,A05001,1991-020,VBK Raduga,1991 Mar 19,1991 May  7,1991 May  7,1991 May  7,,VBK,,,,C,RV,,,,,,,U,,,
1060,A05012,1991-040,Spacelab SLS 1,1991 Jun  5,1991 Jun 14,1991 Jun 14,1991 Jun 14,,SLLM1,,,,C,SS,,,,,,,U,,BIO,"Life science Spacelab, STS-40"
1061,A05013,1991-040,OARE,1991 Jun  5,1991 Jun 14,1991 Jun 14,1991 Jun 14,,OARE,,,,C,TECH,,,,,,,U,,,
1062,A05014,1991-040,GBA-2,1991 Jun  5,1991 Jun 14,1991 Jun 14,1991 Jun 14,,MPESS,,,,C,SCI,,,,,,,U,,MG/BIO,"Microgravity experiments, STS-40"
1063,A05018,1991-036,Spuskaemaya Kapsula,1991 May 24,1991 Jun  8,1991 Jun  8,1991 Jun  8,,SpK,,,D,D,RV,,,,,,,U,,,
1064,A05022,1991-036,Spuskaemaya Kapsula,1991 May 24,1991 Jun 22,1991 Jun 22,1991 Jun 22,,SpK,,,D,D,RV,,,,,,,U,,,
1065,A05033,1991-054,IUS ASE-3,1991 Aug  2,1991 Aug 11,1991 Aug 11,1991 Aug 11 1224,,IUS ASE,,,,C,TECH,,,,,,,S,,,
1066,A05041,1991-063,UARS ASE,1991 Sep 12,1991 Sep 18,1991 Sep 18,1991 Sep 18 0739,,UASE,,,,C,TECH,,,,,,,S,,,
1067,A05047,1991-057,VBK Raduga,1991 Aug 20,1991 Sep 30,1991 Sep 30,1991 Sep 30,,VBK,,,,C,RV,,,,,,,U,,,
1068,A05051,1991-066,Spuskaemaya Kapsula,1991 Sep 19,1991 Oct 10,1991 Oct 10,1991 Oct 10,,SpK,,,D,D,RV,,,,,,,U,,,
1069,A05052,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Sep 30,1991 Sep 30,1991 Sep 30,,SpK,,,D,D,RV,,,,,,,U,,,
1070,A05054,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Sep 30,1991 Sep 30,1991 Sep 30,,SpK,,,D,D,RV,,,,,,,U,,,
1071,A05055,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Oct 31,1991 Oct 31,1991 Oct 31,,SpK,,,D,D,RV,,,,,,,U,,,
1072,A05057,1991-066,Spuskaemaya Kapsula,1991 Sep 19,1991 Nov  3,1991 Nov  3,1991 Nov  3,,SpK,,,D,D,RV,,,,,,,U,,,
1073,A05058,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Oct 31,1991 Oct 31,1991 Oct 31,,SpK,,,D,D,RV,,,,,,,U,,,
1074,A05060,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Oct 31,1991 Oct 31,1991 Oct 31,,SpK,,,D,D,RV,,,,,,,U,,,
1075,A05062,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Nov 30,1991 Nov 30,1991 Nov 30,,SpK,,,D,D,RV,,,,,,,U,,,
1076,A05068,1991-080,IUS ASE-2,1991 Nov 24,1991 Dec  1,1991 Dec  1,1991 Dec  1 2236,,IUS ASE,,,,C,TECH,,,,,,,S,,,
1077,A05073,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Nov 30,1991 Nov 30,1991 Nov 30,,SpK,,,D,D,RV,,,,,,,U,,,
1078,A05074,1991-071,Spuskaemaya Kapsula,1991 Oct  9,1991 Nov 30,1991 Nov 30,1991 Nov 30,,SpK,,,D,D,RV,,,,,,,U,,,
1079,A05090,1991-078,Spuskaemaya Kapsula,1991 Nov 20,1991 Dec 10,1991 Dec 10,1991 Dec 10,,SpK,,,D,D,RV,,,,,,,U,,,
1080,A05093,1991-078,Spuskaemaya Kapsula,1991 Nov 20,1991 Dec 31,1991 Dec 31,1991 Dec 31,,SpK,,,D,D,RV,,,,,,,U,,,
1081,A05095,1991-073,VBK Raduga,1991 Oct 17,1992 Jan 20,1992 Jan 20,1992 Jan 20,,VBK,,,,C,RV,,,,,,,U,,,
1082,A05099,1992-002,Spacelab IML-1,1992 Jan 22,1992 Jan 30,1992 Jan 30,1992 Jan 30,,SLLM2,,,,C,SS,,,,,,,U,,BIO/MG,Microgravity laboratory
1083,A05100,1992-002,GBA-3,1992 Jan 22,1992 Jan 30,1992 Jan 30,1992 Jan 30,,MPESS,,,,C,SCI,,,,,,,U,,BIO/MG/UVA,Australian UV telescope
1084,A05106,1992-001,Spuskaemaya Kapsula,1992 Jan 21,1992 Feb 11,1992 Feb 11,1992 Feb 11,,SpK,,,D,D,RV,,,,,,,U,,,
1085,A05107,1990-038,Kosmos-2075 SS 14,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1086,A05108,1990-038,Kosmos-2075 SS 15,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1087,A05109,1990-038,Kosmos-2075 SS 16,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1088,A05110,1990-038,Kosmos-2075 SS 17,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1089,A05111,1990-038,Kosmos-2075 SS 18,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1090,A05112,1990-038,Kosmos-2075 SS 19,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1091,A05113,1990-038,Kosmos-2075 SS 20,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1092,A05114,1990-038,Kosmos-2075 SS 21,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1093,A05115,1990-038,Kosmos-2075 SS 22,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1094,A05116,1990-038,Kosmos-2075 SS 23,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1095,A05117,1990-038,Kosmos-2075 SS 24,1990 Apr 25,1992 Feb 20,1992 Feb 20,1992 Feb 20,,ESO,,,,D,CAL,,,,,,,U,,,
1096,A05121,1992-001,Spuskaemaya Kapsula,1992 Jan 21,1992 Mar  2,1992 Mar  2,1992 Mar  2,,SpK,,,D,D,RV,,,,,,,U,,,
1097,A05128,1992-015,Atlas-1 Fwd,1992 Mar 24,1992 Apr  2,1992 Apr  2,1992 Apr  2,,PLT,,,,C,SCI,,,,,,,U,,ATM/P,"Atmos. spectra, SEPAC"
1098,A05129,1992-015,Atlas-1 Aft,1992 Mar 24,1992 Apr  2,1992 Apr  2,1992 Apr  2,,PLT,,,,C,SCI,,,,,,,U,,ATM/UVA,FAUST UV telescope
1099,A05137,1992-016,Spuskaemaya Kapsula,1992 Apr  1,1992 Apr 20,1992 Apr 20,1992 Apr 20,,SpK,,,D,D,RV,,,,,,,U,,,
1100,A05144,1992-026,ASEM,1992 May  7,1992 May 15,1992 May 15,1992 May 15,,MPESS,,,,C,TECH,,,,,,,U,,,
1101,A05149,1992-026,Intelsat Cradle,1992 May  7,1992 May 16,1992 May 16,1992 May 16,,Intelsat ASE,,,,C,INF,,,,,,,U,,,
1102,A05165,1992-016,Spuskaemaya Kapsula,1992 Apr  1,1992 May 11,1992 May 11,1992 May 11,,SpK,,,D,D,RV,,,,,,,U,,,
1103,A05175,1992-029,Spuskaemaya Kapsula,1992 May 28,1992 Jun 17,1992 Jun 17,1992 Jun 17,,SpK,,,D,D,RV,,,,,,,U,,,
1104,A05180,1992-034,USML-1,1992 Jun 25,1992 Jul  9,1992 Jul  9,1992 Jul  9,,SLLM1,,,,C,SS,,,,,,,U,,MG/BIO,"Microgravity, STS-50"
1105,A05181,1992-034,OARE,1992 Jun 25,1992 Jul  9,1992 Jul  9,1992 Jul  9 1143,,OARE,,,,C,TECH,,,,,,,U,,,
1106,A05182,1992-034,EDO,1992 Jun 25,1992 Jul  9,1992 Jul  9,1992 Jul  9,,EDO,,,,C,SS,,,,,,,U,,,
1107,A05186,1992-029,Spuskaemaya Kapsula,1992 May 28,1992 Jul  4,1992 Jul  4,1992 Jul  4,,SpK,,,D,D,RV,,,,,,,U,,,
1108,A05189,1992-044B,DUVE,1992 Jul 24,1993 Mar 16,1993 Mar 16,1993 Mar 16,,Delta Attached,,,,C,AST,,,,,,,U,,UVA,Diffuse UV background
1109,A05194,1992-049,TSS-1 PLT,1992 Jul 31,1992 Aug  8,1992 Aug  8,1992 Aug  8,,PLT,,,,C,SCI,,,,,,,U,,P/F,"Tether electrodynamics, STS-46"
1110,A05195,1992-049,TSS-1,1992 Jul 31,1992 Aug  8,1992 Aug  8,1992 Aug  8,,TSS,,,,C,SCI,,,,,,,U,,P/F,"Tether, STS-46"
1111,A05196,1992-049,TSS-1 MPESS,1992 Jul 31,1992 Aug  8,1992 Aug  8,1992 Aug  8,,MPESS,,,,C,SCI,,,,,,,U,,P/F,"Tether electrodynamics, STS-46"
1112,A05198,1992-049,EOIM-3/TEMP2A-3,1992 Jul 31,1992 Aug  8,1992 Aug  8,1992 Aug  8,,MPESS,,,,C,SCI,,,,,,,U,,ENV/ATM,"Shuttle glow study, STS-46"
1113,A05208,1992-045,Spuskaemaya Kapsula,1992 Jul 24,1992 Aug 12,1992 Aug 12,1992 Aug 12,,SpK,,,D,D,RV,,,,,,,U,,,
1114,A05210,1992-051,FSW-2 RV,1992 Aug  9,1992 Aug 25,1992 Aug 25,1992 Aug 25,,FSW RV,,,,C,RV,,,,,,,U,,,
1115,A05213,1992-045,Spuskaemaya Kapsula,1992 Jul 24,1992 Sep  2,1992 Sep  2,1992 Sep  2,,SpK,,,D,D,RV,,,,,,,U,,,
1116,A05221,1992-061,Spacelab J LM,1992 Sep 12,1992 Sep 20,1992 Sep 20,1992 Sep 20,,SLLM2,,,,C,SS,,,,,,,U,,MG/BIO,Japanese Spacelab
1117,A05222,1992-061,GAS Bridge,1992 Sep 12,1992 Sep 20,1992 Sep 20,1992 Sep 20,,MPESS,,,,C,SCI,,,,,,,U,,MG/BIO,Life sci/micrograv
1118,A05232,1992-062,Spuskaemaya Kapsula,1992 Sep 22,1992 Oct 10,1992 Oct 10,1992 Oct 10,,SpK,,,D,D,RV,,,,,,,U,,,
1119,A05234,1992-064,FSW-1 RV,1992 Oct  6,1992 Oct 13,1992 Oct 13,1992 Oct 13,,FSW RV,,,D,D,RV,,,,,,,U,,,
1120,A05236,1992-055,VBK Raduga,1992 Aug 15,1992 Oct 21,1992 Oct 21,1992 Oct 21,,VBK,,,,C,RV,,,,,,,U,,,
1121,A05240,1992-070,USMP-1 Fwd,1992 Oct 22,1992 Nov  1,1992 Nov  1,1992 Nov  1,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-52"
1122,A05241,1992-070,USMP-1 Aft,1992 Oct 22,1992 Nov  1,1992 Nov  1,1992 Nov  1,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-52"
1123,A05243,1992-070,IRIS ASE,1992 Oct 22,1992 Nov  1,1992 Nov  1,1992 Nov  1 1405,,IRIS ASE,,,,C,TECH,,,,,,,S,,,
1124,A05250,1992-062,Spuskaemaya Kapsula,1992 Sep 22,1992 Nov  1,1992 Nov  1,1992 Nov  1,,SpK,,,D,D,RV,,,,,,,U,,,
1125,A05257,1992-086,ODERACS A,1992 Dec  2,1992 Dec  9,1992 Dec  9,1992 Dec  9,,ODERACS,,,,C,CAL,,,,,,,U,,,
1126,A05258,1992-086,ODERACS B,1992 Dec  2,1992 Dec  9,1992 Dec  9,1992 Dec  9,,ODERACS,,,,C,CAL,,,,,,,U,,,
1127,A05259,1992-086,ODERACS C,1992 Dec  2,1992 Dec  9,1992 Dec  9,1992 Dec  9,,ODERACS,,,,C,CAL,,,,,,,U,,,
1128,A05260,1992-086,ODERACS D,1992 Dec  2,1992 Dec  9,1992 Dec  9,1992 Dec  9,,ODERACS,,,,C,CAL,,,,,,,U,,,
1129,A05261,1992-086,ODERACS E,1992 Dec  2,1992 Dec  9,1992 Dec  9,1992 Dec  9,,ODERACS,,,,C,CAL,,,,,,,U,,,
1130,A05262,1992-086,ODERACS F,1992 Dec  2,1992 Dec  9,1992 Dec  9,1992 Dec  9,,ODERACS,,,,C,CAL,,,,,,,U,,,
1131,A05269,1992-077,Spuskaemaya Kapsula,1992 Nov 20,1992 Dec 10,1992 Dec 10,1992 Dec 10,,SpK,,,D,D,RV,,,,,,,U,,,
1132,A05272,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1992 Dec 28,1992 Dec 28,,SpK,,,D,D,RV,,,,,,,U,,,
1133,A05274,1992-077,Spuskaemaya Kapsula,1992 Nov 20,1993 Jan  3,1993 Jan  3,1993 Jan  3,,SpK,,,D,D,RV,,,,,,,U,,,
1134,A05275,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Jan  4,1993 Jan  4,,SpK,,,D,D,RV,,,,,,,U,,,
1135,A05277,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Jan 11,1993 Jan 11,,SpK,,,D,D,RV,,,,,,,U,,,
1136,A05280,1993-003,DXS,1993 Jan 13,1993 Jan 19,1993 Jan 19,1993 Jan 19,,GABA,,,,C,AST,,,,,,,U,,XRA,Diffuse X-rays on STS-54
1137,A05281,1993-003,DXS,1993 Jan 13,1993 Jan 19,1993 Jan 19,1993 Jan 19,,GABA,,,,C,AST,,,,,,,U,,XRA,Diffuse X-rays on STS-54
1138,A05282,1993-003,IUS ASE-3,1993 Jan 13,1993 Jan 19,1993 Jan 19,1993 Jan 19 1337,,IUS ASE,,,,C,TECH,,,,,,,S,,,
1139,A05285,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Jan 18,1993 Jan 18,,SpK,,,D,D,RV,,,,,,,U,,,
1140,A05287,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Jan 25,1993 Jan 25,,SpK,,,D,D,RV,,,,,,,U,,,
1141,A05290,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Feb  2,1993 Feb  2,,SpK,,,D,D,RV,,,,,,,U,,,
1142,A05292,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Feb  8,1993 Feb  8,,SpK,,,D,D,RV,,,,,,,U,,,
1143,A05294,1993-004,Spuskaemaya Kapsula,1993 Jan 19,1993 Feb 10,1993 Feb 10,1993 Feb 10,,SpK,,,D,D,RV,,,,,,,U,,,
1144,A05295,1992-091,Spuskaemaya Kapsula,1992 Dec 22,1992 Dec 22,1993 Feb 15,1993 Feb 15,,SpK,,,D,D,RV,,,,,,,U,,,
1145,A05299,1993-004,Spuskaemaya Kapsula,1993 Jan 19,1993 Mar  2,1993 Mar  2,1993 Mar  2,,SpK,,,D,D,RV,,,,,,,U,,,
1146,A05302,1993-017C,SEDS 1 Deployer,1993 Mar 30,1999 May  5,1999 May  5,1999 May  5,,SEDS Box,,,,C,TECH,,,,,,,U,,,
1147,A05309,1993-023,Atlas-2,1993 Apr  8,1993 Apr 17,1993 Apr 17,1993 Apr 17,,PLT,,,,C,SCI,,,,,,,U,,ATM/SOL,Solar irradiance on STS-56
1148,A05310,1993-023,SPTN-SFSS,1993 Apr  8,1993 Apr 17,1993 Apr 17,1993 Apr 17 1137,,MPESS,,,,C,TECH,,,,,,,U,,,
1149,A05319,1993-021,Spuskaemaya Kapsula,1993 Apr  2,1993 Apr 26,1993 Apr 26,1993 Apr 26,,SpK,,,D,D,RV,,,,,,,U,,,
1150,A05323,1993-027A,Spacelab D-2 LM,1993 Apr 26,1993 May  6,1993 May  6,1993 May  6,,SLLM1,,,,C,SS,,,,,,,U,,MG/BIO,German Spacelab
1151,A05324,1993-027A,Spacelab D-2 USS,1993 Apr 26,1993 May  6,1993 May  6,1993 May  6,,USS,,,,C,SCI,,,,,,,U,,MG/UVA,Galactic UV imaging
1152,A05333,1993-021,Spuskaemaya Kapsula,1993 Apr  2,1993 May 16,1993 May 16,1993 May 16,,SpK,,,D,D,RV,,,,,,,U,,,
1153,A05343,1993-037,Spacehab SH-01,1993 Jun 21,1993 Jul  1,1993 Jul  1,1993 Jul  1,,Spacehab,,,,B,SS,,,,,,,U,,MG/BIO,"Microgravity, STS-57"
1154,A05344,1993-037,SHOOT,1993 Jun 21,1993 Jul  1,1993 Jul  1,1993 Jul  1,,MPESS,,,,C,TECH,,,,,,,U,,,
1155,A05346,1993-037,GBA-5,1993 Jun 21,1993 Jul  1,1993 Jul  1,1993 Jul  1,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-57"
1156,A05350,1993-042B,PMG,1993 Jun 26,1993 Aug 30,1993 Aug 30,1993 Aug 30,,SEDS Box,,,,C,TECH,,,,,,,U,,,
1157,A05351,1993-042B,PMG PDP,1993 Jun 26,1993 Jun 26,1993 Jun 26,1993 Jun 26,,SEDS Box,,,,C,SCI,,,,,,,U,,TECH,
1158,A05352,1993-042,PMG Far End Package,1993 Jun 26,1993 Aug 30,1993 Aug 30,1993 Aug 30,,SEDS,,,,C,TECH,,,,,,,U,,,
1159,A05354,1993-034,VBK Raduga,1993 May 22,1993 Jul  4,1993 Jul  4,1993 Jul  4,,VBK,,,,C,RV,,,,,,,U,,,
1160,A05360,1993-045,Spuskaemaya Kapsula,1993 Jul 14,1993 Jul 25,1993 Jul 25,1993 Jul 25,,SpK,,,D,D,RV,,,,,,,U,,,
1161,A05362,1993-045,Spuskaemaya Kapsula,1993 Jul 14,1993 Jul 25,1993 Jul 25,1993 Jul 25,,SpK,,,D,D,RV,,,,,,,U,,,
1162,A05375,1993-058,TOS ASE,1993 Sep 12,1993 Sep 22,1993 Sep 22,1993 Sep 22 0756,,TOS ASE,,,,C,TECH,,,,,,,S,,,
1163,A05380,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Sep 17,1993 Sep 17,,SpK,,,D,D,RV,,,,,,,U,,,
1164,A05381,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Sep 24,1993 Sep 24,,SpK,,,D,D,RV,,,,,,,U,,,
1165,A05383,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Oct  1,1993 Oct  1,,SpK,,,D,D,RV,,,,,,,U,,,
1166,A05384,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Oct  8,1993 Oct  8,,SpK,,,D,D,RV,,,,,,,U,,,
1167,A05385,1993-052,VBK Raduga,1993 Aug 10,1993 Oct 13,1993 Oct 13,1993 Oct 13,,VBK,,,,C,RV,,,,,,,U,,,
1168,A05386,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Oct 15,1993 Oct 15,,SpK,,,D,D,RV,,,,,,,U,,,
1169,A05392,1993-065,Spacelab SLS 2 LM,1993 Oct 18,1993 Nov  1,1993 Nov  1,1993 Nov  1,,SLLM2,,,,C,SS,,,,,,,U,,BIO,Life science Spacelab
1170,A05393,1993-065,OARE,1993 Oct 18,1993 Nov  1,1993 Nov  1,1993 Nov  1 1505,,OARE,,,,C,TECH,,,,,,,U,,,
1171,A05394,1993-065,EDO,1993 Oct 18,1993 Nov  1,1993 Nov  1,1993 Nov  1,,EDO,,,,C,SS,,,,,,,U,,,
1172,A05397,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Oct 22,1993 Oct 22,,SpK,,,D,D,RV,,,,,,,U,,,
1173,A05400,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Oct 30,1993 Oct 30,,SpK,,,D,D,RV,,,,,,,U,,,
1174,A05401,1993-057,Spuskaemaya Kapsula,1993 Sep  7,1993 Sep  7,1993 Nov 17,1993 Nov 17,,SpK,,,D,D,RV,,,,,,,U,,,
1175,A05402,1993-064,VBK Raduga,1993 Oct 11,1993 Nov 21,1993 Nov 21,1993 Nov 21,,VBK,,,,C,RV,,,,,,,U,,,
1176,A05407,1993-075,ORUC,1993 Dec  2,1993 Dec 13,1993 Dec 13,1993 Dec 13,,PLT,,,,C,INF,,,,,,,U,,,
1177,A05415,1993-075,SAC,1993 Dec  2,1993 Dec 13,1993 Dec 13,1993 Dec 13,,HST SAC,,,,C,INF,,,,,,,U,,,
1178,A05421,1993-075,FSS,1993 Dec  2,1993 Dec 13,1993 Dec 13,1993 Dec 13,,FSS,,,,C,INF,,,,,,,U,,,
1179,A05440,1994-006,Spacehab SH-02,1994 Feb  3,1994 Feb 11,1994 Feb 11,1994 Feb 11,,Spacehab,,,,B,SCI,,,,,,,U,,BIO/MG,"Microgravity/life sci, STS-60"
1180,A05442,1994-006,SCBC,1994 Feb  3,1994 Feb 11,1994 Feb 11,1994 Feb 11,,WSF-SCBC,,,,C,DEP,,,,,,,U,,,
1181,A05443,1994-006,Wake Shield Facility,1994 Feb  3,1994 Feb 11,1994 Feb 11,1994 Feb 11,,WSF,,,,B,SCI,,,,,,,U,,MG,Microgravity wake studies
1182,A05444,1994-006,GBA-6,1994 Feb  3,1994 Feb 11,1994 Feb 11,1994 Feb 11,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-60"
1183,A05465,1994-015,USMP-2 Fwd,1994 Mar  4,1994 Mar 18,1994 Mar 18,1994 Mar 18,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-62"
1184,A05466,1994-015,USMP-2 Aft,1994 Mar  4,1994 Mar 18,1994 Mar 18,1994 Mar 18,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-62"
1185,A05467,1994-015,OAST-2,1994 Mar  4,1994 Mar 18,1994 Mar 18,1994 Mar 18,,MPESS,,,,C,SCI,,,,,,,U,,MG,"Microgravity, STS-62"
1186,A05468,1994-015,OARE,1994 Mar  4,1994 Mar 18,1994 Mar 18,1994 Mar 18 1309,,OARE,,,,C,TECH,,,,,,,U,,,
1187,A05469,1994-015,EDO,1994 Mar  4,1994 Mar 18,1994 Mar 18,1994 Mar 18,,EDO,,,,C,SS,,,,,,,U,,,
