,JCAT,Name
4612,S23773,Космос-2327
4613,S23775,Горизонт
4614,S23787,Гонец-Д1 № 319
4615,S23788,Гонец-Д1 № 320
4616,S23789,Гонец-Д1 № 321
4617,S23790,Космос-2328
4618,S23791,Космос-2329
4619,S23792,Космос-2330
4620,S23794,Радуга
4621,S23798,Союз ТМ-23
4622,S23818,Космос-2331
4623,S23848,Природа
4624,S23853,Космос-2332
4625,S23860,Прогресс М-31
4626,S23880,Горизонт
4627,S23943,亞太1A
4628,S24071,Прогресс М-32
4629,S24273,Молния-1Т
4630,S24277,みどり
4631,S24278,ふじ３号
4632,S24280,Союз ТМ-24
4633,S24282,中星七号
4634,S24293,Интербол-2
4635,S24297,Космос-2333
4636,S24304,Космос-2334
4637,S24435,Экспресс-6
4638,S24634,返回式卫星
4639,S24640,Молния-3
4640,S24663,Прогресс М-33
4641,S24670,Космос-2335
4642,S24677,Космос-2336
4643,S24701,Бион № 11
4644,S24717,Союз ТМ-25
4645,S24720,はるか
4646,S24725,Космос-2337
4647,S24726,Космос-2338
4648,S24727,Космос-2339
4649,S24728,Гонец-Д1 № 322
4650,S24729,Гонец-Д1 № 323
4651,S24730,Гонец-Д1 № 324
4652,S24744,Зея
4653,S24757,Прогресс М-34
4654,S24761,Космос-2340
4655,S24768,ดาวเทียมไทยคม 3
4656,S24772,Космос-2341
4657,S24781,Космос-2306 ЭСО
4658,S24782,Космос-2306 ЭСО
4659,S24783,Космос-2306 ЭСО
4660,S24784,Космос-2306 ЭСО
4661,S24785,Космос-2306 ЭСО
4662,S24789,Космос-2306 ЭСО
4663,S24798,中星六号
4664,S24800,Космос-2342
4665,S24805,Космос-2343
4666,S24827,Космос-2344
4667,S24834,风云2号(02星)
4668,S24851,Прогресс М-35
4669,S24886,Союз ТМ-26
4670,S24894,Космос-2345
4671,S24953,Космос-2346
4672,S24958,Спутник-40
4673,S24960,Молния-1Т
4674,S25002,Прогресс М-36
4675,S25006,Фотон
4676,S25010,亞太2R
4677,S25045,Купон
4678,S25059,Ресурс Ф-1М
4679,S25064,ひこぼし
4680,S25088,Космос-2347
4681,S25095,Космос-2348
4682,S25102,Прогресс М-37
4683,S25126,亞洲三號衛星
4684,S25146,Союз ТМ-27
4685,S25167,Космос-2349
4686,S25175,かけはし
4687,S25256,Прогресс М-38
4688,S25315,Космос-2350
4689,S25327,Космос-2351
4690,S25340,Прогресс М-39
4691,S25354,中卫一号
4692,S25363,Космос-2352
4693,S25364,Космос-2353
4694,S25365,Космос-2354
4695,S25366,Космос-2355
4696,S25367,Космос-2356
4697,S25368,Космос-2357
4698,S25373,Космос-2358
4699,S25376,Космос-2359
4700,S25379,Молния-3
4701,S25383,のぞみ
4702,S25394,Ресурс-О1
4703,S25396,ไทพัฒ
4704,S25404,鑫诺一号
4705,S25406,Космос-2360
4706,S25424,おりひめ
4707,S25429,Союз ТМ-28
4708,S25485,Молния-1Т
4709,S25512,Прогресс М-40
4710,S25546,Бонум-1
4711,S25567,Надежда
4712,S25590,Космос-2361
4713,S25593,Космос-2362
4714,S25594,Космос-2363
4715,S25595,Космос-2364
4716,S25616,福爾摩沙衛星一號
4717,S25632,Союз ТМ-29
4718,S25635,Ørsted
4719,S25642,Радуга-1
4720,S25657,亞洲三S號衛星
4721,S25664,Прогресс М-41
4722,S25685,Спутник-99
4723,S25730,风云一号C卫星
4724,S25731,实践五号卫星
4725,S25756,우리별 3호
4726,S25847,Молния-3
4727,S25858,Прогресс М-42
4728,S25860,Океан-О
4729,S25889,Космос-2365
4730,S25892,Космос-2366
4731,S25894,무궁화 3호
4732,S25896,Ямал-101
4733,S25897,Ямал-102
4734,S25902,Фотон
4735,S25929,Ресурс Ф-1М
4736,S25940,资源一号
4737,S25956,神舟一号
4738,S26032,아리랑 1호
4739,S26040,Космос-2367
4740,S26042,Космос-2368
4741,S26058,中星-22号
4742,S26067,Прогресс М1-1
4743,S26069,Космос-2369
4744,S26086,Грузовой Макет
4745,S26098,Экспресс 6А
4746,S26116,Союз ТМ-30
4747,S26301,Прогресс М1-2
4748,S26354,Космос-2370
4749,S26365,ИКА-1
4750,S26366,ИКА-2
4751,S26372,Горизонт
4752,S26378,Экспресс 3А
4753,S26382,风云二号B卫星（03星）
4754,S26384,Надежда
4755,S26385,航天清华一号
4756,S26394,Космос-2371
4757,S26400,Звезда
4758,S26461,Прогресс М1-3
4759,S26477,Радуга-1
4760,S26481,资源二号(01星)
4761,S26538,Космос-2372
4762,S26552,Космос-2373
4763,S26564,Космос-2374
4764,S26565,Космос-2375
4765,S26566,Космос-2376
4766,S26570,Прогресс М-43
4767,S26584,Космос-2306 ЭСО
4768,S26585,Космос-2306 ЭСО
4769,S26586,Космос-2306 ЭСО
4770,S26587,Космос-2306 ЭСО
4771,S26588,Космос-2306 ЭСО
4772,S26589,Космос-2306 ЭСО
4773,S26592,Космос-2306 ЭСО
4774,S26593,Космос-2306 ЭСО
4775,S26594,Космос-2306 ЭСО
4776,S26595,Космос-2306 ЭСО
4777,S26596,Космос-2306 ЭСО
4778,S26597,Космос-2306 ЭСО
4779,S26598,Космос-2306 ЭСО
4780,S26599,北斗导航试验卫星（1A星）
4781,S26603,Союз ТМ-31
4782,S26615,Прогресс М1-4
4783,S26640,大型展開アンテナ小型・部分モデル
4784,S26643,北斗导航试验卫星（1B星）
4785,S26664,神舟二号
4786,S26687,神舟二号 轨道舱
4787,S26688,Прогресс М1-5
4788,S26713,Прогресс М-44
4789,S26736,Экран-М
4790,S26749,Союз ТМ-32
4791,S26773,Прогресс М1-6
4792,S26775,Космос-2377
4793,S26818,Космос-2378
4794,S26867,Молния-3
4795,S26873,Коронас-Ф
4796,S26890,Прогресс М-45
4797,S26892,Космос-2379
4798,S26898,レーザ測距装置
4799,S26908,Прогресс М-СO1
4800,S26936,Радуга-1
4801,S26955,Союз ТМ-33
4802,S26970,Молния-3
4803,S26983,Прогресс М1-7
4804,S26987,Космос-2382
4805,S26988,Космос-2381
4806,S26989,Космос-2380
4807,S27001,Meteor-3M № 1
4808,S27002,Компасс
4809,S27003,بدر-۲‎
4810,S27004,زرقاء اليمامة‎
4811,S27005,Рефлектор
4812,S27053,Космос-2383
4813,S27055,Космос-2384
4814,S27056,Космос-2385
4815,S27057,Космос-2386
4816,S27058,Гонец-Д1 № 207
4817,S27059,Гонец-Д1 № 208
4818,S27060,Гонец-Д1 № 209
4819,S27367,つばさ
4820,S27368,高速再突入実験機
4821,S27382,Космос-2387
4822,S27394,Колибри
4823,S27395,Прогресс М1-8
4824,S27397,神舟三号
4825,S27408,神舟三号 轨道舱
4826,S27409,Космос-2388
4827,S27416,Союз ТМ-34
4828,S27430,海洋一號A星
4829,S27431,风云一号D卫星
4830,S27434,אופק 5
4831,S27436,Космос-2389
4832,S27441,Экспресс А1Р
4833,S27454,Прогресс М-46
4834,S27464,Космос-2390
4835,S27465,Космос-2391
4836,S27470,Космос-2392
4837,S27515,無人宇宙実験システム
4838,S27516,こだま
4839,S27531,Прогресс М1-9
4840,S27534,Надежда-М
4841,S27550,资源二号卫星（02星）
4842,S27552,Союз ТМА-1
4843,S27560,Можаец-3
4844,S27597,みどりII
4845,S27599,観太くん
4846,S27600,マイクロラブサット1号機
4847,S27613,Космос-2393
4848,S27617,Космос-2394
4849,S27618,Космос-2395
4850,S27619,Космос-2396
4851,S27630,神舟四号
4852,S27634,神舟四号 轨道舱
4853,S27681,Прогресс М-47
4854,S27698,情報収集衛星 光学1号機
4855,S27699,情報収集衛星 レーダ1号機
4856,S27707,Молния-1Т
4857,S27718,亞洲四號衛星
4858,S27775,Космос-2397
4859,S27781,Союз ТМА-2
4860,S27809,はやぶさ
4861,S27813,北斗一号03星
4862,S27815,無人宇宙実験システム
4863,S27818,Космос-2398
4864,S27823,Прогресс М1-10
4865,S27834,Молния-3
4866,S27856,Космос-2399
4867,S27868,Космос-2400
4868,S27869,Космос-2401
4869,S27873,Прогресс М-48
4870,S27939,Можаец-4
4871,S27944,Ларец
4872,S27945,과학기술위성 1호
4873,S28043,神舟五号
4874,S28049,神舟五号 轨道舱
4875,S28052,Союз ТМА-3
4876,S28057,中巴地球资源卫星02星
4877,S28058,创新一号
4878,S28060,実証衛星1号機
4879,S28078,返回式卫星
4880,S28082,中星20号
4881,S28086,Спускаемая Капсула
4882,S28089,Ямал-202
4883,S28094,Ямал-201
4884,S28098,Грузомакет
4885,S28112,Космос-2402
4886,S28113,Космос-2403
4887,S28114,Космос-2404
4888,S28134,Экспресс АМ-22
4889,S28140,探测一号
4890,S28142,Прогресс М1-11
4891,S28163,Молния-1Т
4892,S28194,Радуга-1
4893,S28220,试验卫星一号
4894,S28221,纳星一号
4895,S28228,Союз ТМА-4
4896,S28234,Экспресс АМ-11
4897,S28254,福爾摩沙衛星二號
4898,S28261,Прогресс М-49
4899,S28350,Космос-2405
4900,S28352,Космос-2406
4901,S28380,Космос-2407
4902,S28382,探测二号
4903,S28396,Космос-2410
4904,S28399,Прогресс М-50
4905,S28402,返回式卫星
4906,S28413,实践六号B星
4907,S28414,实践六号A星
4908,S28419,Космос-2408
4909,S28420,Космос-2409
4910,S28424,返回式卫星
4911,S28444,Союз ТМА-5
4912,S28451,风云二号C卫星（04星）
4913,S28463,Экспресс АМ-1
4914,S28470,资源二号 (03星)
4915,S28479,试验卫星二号
4916,S28503,Прогресс М-51
4917,S28505,Січ -1М
4918,S28507,Мікрон
4919,S28508,Космос-2411
4920,S28509,Космос-2413
4921,S28510,Космос-2412
4922,S28521,Космос-2414
4923,S28523,МГУ-250
4924,S28547,ТНС-0 Наноспутник
4925,S28622,ひまわり6号
4926,S28624,Прогресс М-52
4927,S28629,Экспресс АМ-2
4928,S28638,亞太6
4929,S28640,Союз ТМА-6
4930,S28686,Фотон-М № 2
4931,S28700,Прогресс М-53
4932,S28707,Экспресс АМ-3
4933,S28737,实践七号
4934,S28773,すざく
4935,S28776,返回式卫星
4936,S28786,ดาวเทียมไทยคม 4
4937,S28809,きらり
4938,S28810,れいめい
4939,S28822,Монитор-Э № 1
4940,S28824,返回式卫星
4941,S28841,Космос-2415
4942,S28866,Прогресс М-54
4943,S28877,Союз ТМА-7
4944,S28879,神舟六号
4945,S28883,神州六号及其轨道舱
4946,S28890,北京一号
4947,S28893,سینا ۱‎‎
4948,S28906,Прогресс М-55
4949,S28908,Космос-2416
4950,S28909,Гонец-М № 11
4951,S28915,Космос-2419
4952,S28916,Космос-2418
4953,S28917,Космос-2417
4954,S28931,だいち
4955,S28933,РадиоСкаф
4956,S28937,ひまわり7号
4957,S28939,あかり
4958,S28996,Союз ТМА-8
4959,S29047,福爾摩沙衛星三號
4960,S29048,福爾摩沙衛星三號
4961,S29049,福爾摩沙衛星三號
4962,S29050,福爾摩沙衛星三號
4963,S29051,福爾摩沙衛星三號
4964,S29052,福爾摩沙衛星三號
4965,S29057,Прогресс М-56
4966,S29092,遥感卫星1 号
4967,S29111,Космос-2420
4968,S29157,КОМПАСС-2
4969,S29159,ГO Штиль-1
4970,S29163,ดาวเทียมไทยคม 5
4971,S29228,Ресурс-ДК
4972,S29230,ҚазСат-1
4973,S29245,Прогресс М-57
4974,S29247,Космос-2421
4975,S29260,Космос-2422
4976,S29268,아리랑 2호
4977,S29349,무궁화 5호
4978,S29385,实践八号卫星
4979,S29393,情報収集衛星 光学2号機
4980,S29398,中星-22 号A 卫星
4981,S29400,Союз ТМА-9
4982,S29402,Космос-2423
4983,S29479,ひので
4984,S29482,ソーラー電力セイル実証超小型衛星
4985,S29484,ヒットサット
4986,S29496,大型展開アンテナ小型・部分モデル２
4987,S29503,Прогресс М-58
4988,S29505,实践六号 02组B星
4989,S29506,实践六号 02组A星
4990,S29516,鑫诺二号
4991,S29640,风云二号D卫星（05星）
4992,S29656,きく8号
4993,S29668,Меридиан № 11Л
4994,S29670,Космос-2424
4995,S29671,Космос-2425
4996,S29672,Космос-2426
4997,S29714,Прогресс М-59
4998,S30323,第四颗北斗导航试验卫星
4999,S30586,情報収集衛星 レーダ2号機
5000,S30587,光学3号機 実証衛星
5001,S31100,Союз ТМА-10
5002,S31113,海洋一号B星
5003,S31115,一颗北斗导航卫星
5004,S31117,مصر سات
5005,S31393,Прогресс М-60
5006,S31490,遥感卫星二号
5007,S31577,鑫诺三号
5008,S31595,Космос-2427
5009,S31601,אופק 7
5010,S31792,Космос-2428
5011,S31800,中星6 号B 卫星
5012,S32001,Прогресс М-61
5013,S32052,Космос-2429
5014,S32054,かぐや
5015,S32055,おきな
5016,S32056,おうな
5017,S32058,Фотон-М № 3
5018,S32062,中国—巴西地球资源卫星2 号B
5019,S32256,Союз ТМА-11
5020,S32268,Космос-2430
5021,S32273,嫦娥一号
5022,S32275,Космос-2431
5023,S32276,Космос-2432
5024,S32277,Космос-2433
5025,S32289,遥感卫星三号
5026,S32373,Радуга-1MМ
5027,S32391,Прогресс М-62
5028,S32393,Космос-2434
5029,S32394,Космос-2435
5030,S32395,Космос-2436
5031,S32476,אופק 8
5032,S32478,Экспресс АМ-33
5033,S32484,Прогресс М-63
5034,S32500,きずな
5035,S32756,Союз ТМА-12
5036,S32779,天链一号A 星
5037,S32847,Прогресс М-64
5038,S32953,Юбилейный
5039,S32954,Космос-2437
5040,S32955,Космос-2438
5041,S32956,Космос-2439
5042,S32958,风云三号A 星
5043,S33051,中星九号星
5044,S33108,Космос-2440
5045,S33272,Космос-2441
5046,S33320,环境一号A星
5047,S33321,环境一号B星
5048,S33340,Прогресс М-65
5049,S33378,Космос-2442
5050,S33379,Космос-2443
5051,S33380,Космос-2444
5052,S33386,神舟七号
5053,S33392,伴星
5054,S33396,ดาวเทียมไทยโชต
5055,S33399,Союз ТМА-13
5056,S33408,实践六号 03组B星
5057,S33409,实践六号 03组A星
5058,S33433,试验三号星
5059,S33434,创新一号02 星
5060,S33439,Космос-2445
5061,S33443,Прогресс М-01M
5062,S33446,遥感四号卫星
5063,S33447,Космос-2446
5064,S33456,遥感五号卫星
5065,S33463,風雲二號E卫星（06星）
5066,S33466,Космос-2447
5067,S33467,Космос-2449
5068,S33468,Космос-2448
5069,S33492,いぶき
5070,S33493,ひとみ
5071,S33494,雷神
5072,S33495,かがやき
5073,S33496,まいど1号
5074,S33497,小型実証衛星 1 型
5075,S33498,空海
5076,S33499,輝汐
5077,S33504,Коронас-Фотон
5078,S33506,امید
5079,S33593,Прогресс М-66
5080,S33595,Экспресс АМ-44
5081,S33596,Экспресс МД-1
5082,S34264,Радуга-1
5083,S34669,Союз ТМА-14
5084,S34779,二颗北斗导航卫星
5085,S34839,遥感六号
5086,S34871,Космос-2450
5087,S34905,Прогресс М-02M
5088,S35008,Меридиан № 12Л
5089,S35010,Союз ТМА-15
5090,S35498,Космос-2451
5091,S35499,Космос-2452
5092,S35500,Космос-2453
5093,S35635,Космос-2454
5094,S35636,Стерх № 1
5095,S35641,Прогресс М-67
5096,S35682,دبي سات 1
5097,S35696,亞洲五號衛星
5098,S35817,宇宙ステーション補給機
5099,S35865,Meteor-M № 1
5100,S35866,Стерх № 12Л
5101,S35868,Университетский / Татьяна-2
5102,S35940,Союз ТМА-16
5103,S35948,Прогресс М-03M
5104,S36086,Поиск
5105,S36088,实践十一号卫星 01星
5106,S36095,Космос-2455
5107,S36104,情報収集衛星 光学3号機
5108,S36110,遥感七号卫星
5109,S36111,Космос-2456
5110,S36112,Космос-2457
5111,S36113,Космос-2458
5112,S36121,遥感八号卫星
5113,S36122,希望一号
5114,S36129,Союз ТМА-17
5115,S36287,三颗北斗导航卫星
5116,S36358,Радуга-1MМ
5117,S36361,Прогресс М-04M
5118,S36400,Космос-2459
5119,S36401,Космос-2461
5120,S36402,Космос-2460
5121,S36413,遥感九号卫星
5122,S36414,遥感九号卫星副星一
5123,S36415,遥感九号卫星副星二
5124,S36505,Союз ТМА-18
5125,S36511,Космос-2462
5126,S36519,Космос-2463
5127,S36521,Прогресс М-05M
5128,S36573,ハヤト
5129,S36575,ねがい*
5130,S36576,あかつき
5131,S36578,しんえん
5132,S36588,実証衛星2号機
5133,S36590,第四颗北斗导航卫星
5134,S36596,实践十二号卫星
5135,S36603,Союз ТМА-19
5136,S36608,אופק 9
5137,S36744,천리안
5138,S36748,Прогресс М-06M
5139,S36828,第五颗北斗导航卫星
5140,S36834,遥感十号卫星
5141,S36985,天绘一号
5142,S37137,Космос-2464
5143,S37138,Космос-2465
5144,S37139,Космос-2466
5145,S37150,中星-6号A卫星
5146,S37152,Гонец-М № 12
5147,S37153,Космос-2467
5148,S37154,Космос-2468
5149,S37156,Прогресс М-07M
5150,S37158,みちびき
5151,S37165,遥感十一号卫星
5152,S37166,浙大皮星一号A  01星
5153,S37167,浙大皮星一号A  02星
5154,S37170,Космос-2469
5155,S37174,嫦娥二号
5156,S37179,实践六号 04组B星
5157,S37180,实践六号 04组A星
5158,S37183,Союз ТМА-01M
5159,S37196,Прогресс М-08M
5160,S37210,第六颗北斗导航卫星
5161,S37212,Меридиан № 13Л
5162,S37214,风云三号B
5163,S37234,中星20号A卫星
5164,S37254,Союз ТМА-20
5165,S37256,第七颗北斗导航卫星
5166,S37265,올레 1호
5167,S37344,Электро-Л № 1
5168,S37351,こうのとり2号機
5169,S37359,Прогресс М-09M
5170,S37362,Гео-ИК-2 № 11
5171,S37372,Глонасс-К1 № 701К
5172,S37382,Союз ТМА-21
5173,S37384,第八颗北斗导航卫星
5174,S37396,Прогресс М-10M
5175,S37398,Меридиан № 14Л
5176,S37633,Союз ТМА-02M
5177,S37677,中星十卫星
5178,S37679,Прогресс М-11M
5179,S37726,Космос-2472
5180,S37730,实践十一号卫星（03星）
5181,S37737,天链一号卫星（02星）
5182,S37749,ҚазСат-2
5183,S37755,Спектр-Р
5184,S37763,第九颗北斗导航卫星
5185,S37765,实践十一号卫星（02星）
5186,S37772,РадиоСкаф-V
5187,S37781,海洋二号
5188,S37794,Січ-2
5189,S37798,Экспресс АМ-4
5190,S37804,中星1号A
5191,S37806,Космос-2473
5192,S37813,情報収集衛星 光学4号機
5193,S37820,天宫一号
5194,S37829,Глонасс-М № 42
5195,S37857,Прогресс М-13M
5196,S37859,神舟八号
5197,S37867,Глонасс-М № 43
5198,S37868,Глонасс-М № 44
5199,S37869,Глонасс-М № 45
5200,S37872,Фобос-Грунт
5201,S37874,天巡一号卫星
5202,S37875,遥感十二号卫星
5203,S37877,Союз ТМА-22
5204,S37930,创新一号（03星）
5205,S37931,试验卫星四号
5206,S37933,亞洲七號衛星
5207,S37938,Глонасс-М № 46
5208,S37941,遥感十三号卫星
5209,S37948,第十颗北斗导航卫星
5210,S37951,Луч-5А
5211,S37954,情報収集衛星レーダ3号機
5212,S38036,Союз ТМА-03M
5213,S38038,资源一号卫星（02C星）
5214,S38046,资源三号卫星
5215,S38049,风云二号F卫星（07星）
5216,S38051,Чибис-М
5217,S38073,Прогресс М-14M
5218,S38075,نوید
5219,S38091,第十一颗北斗导航卫星
5220,S38101,Космос-2479
5221,S38107,亞太7
5222,S38222,Прогресс М-15M
5223,S38250,第十二颗北斗导航卫星
5224,S38251,第十三颗北斗导航卫星
5225,S38256,天绘一号02星
5226,S38257,遥感十四号卫星
5227,S38258,天拓一号卫星
5228,S38291,Союз ТМА-04M
5229,S38335,Космос-2480
5230,S38337,しずく
5231,S38338,아리랑 3호
5232,S38339,小型実証衛星4型
5233,S38340,鳳龍弐号
5234,S38352,中星2号A
5235,S38354,遥感十五号卫星
5236,S38461,神舟九号
5237,S38671,Союз ТМА-05M
5238,S38706,こうのとり3号機
5239,S38707,Канопус-В
5240,S38711,МКА-ФКИ (ПН1) «Зонд-ПП»
5241,S38730,天链一号卫星（03星）
5242,S38733,Космос-2481
5243,S38734,Гонец-М № 13
5244,S38735,Михаил Решетнёв
5245,S38736,Гонец-М № 15
5246,S38738,Прогресс М-16M
5247,S38745,Экспресс МД-2
5248,S38751,Сфера-53
5249,S38774,第十四颗北斗导航卫星
5250,S38775,第十五颗北斗导航卫星
5251,S38852,雷鼓
5252,S38853,にわか衛星
5253,S38860,实践九号卫星（A星）
5254,S38861,实践九号卫星（B星）
5255,S38871,Союз ТМА-06M
5256,S38953,第16颗北斗导航卫星
5257,S38975,Прогресс М-17M
5258,S38977,Луч-5Б
5259,S38978,Ямал-300К
5260,S38995,Меридиан № 16Л
5261,S38997,环境一号C星
5262,S38998,蜂鸟一号（主星）
5263,S38999,新技术验证一号卫星
5264,S39011,遥感卫星十六号
5265,S39012,遥感卫星十六号 副星一
5266,S39013,遥感卫星十六号 副星二
5267,S39017,中星十二卫星
5268,S39022,Ямал-402
5269,S39026,《광명성-3》호 2호
5270,S39030,Göktürk-2
5271,S39032,Союз ТМА-07M
5272,S39057,Космос-2482
5273,S39058,Космос-2483
5274,S39059,Космос-2484
5275,S39061,情報収集衛星レーダ4号機
5276,S39062,実証衛星
5277,S39068,나로과학위성
5278,S39079,Azərspace-1
5279,S39082,Прогресс М-18М
5280,S39125,Союз ТМА-08М
5281,S39130,«Бион-М» №1
5282,S39133,АИСТ-2
5283,S39148,Прогресс М-19М
5284,S39150,高分一号
5285,S39155,Космос-2485
5286,S39157,中星十一号
5287,S39170,Союз ТМА-09М
5288,S39177,Космос-2486
5289,S39179,神舟十号
5290,S39186,Ресурс-П
5291,S39194,Космос-2487
5292,S39202,实践十一号05星
5293,S39208,实践十五号
5294,S39209,创新三号
5295,S39210,试验七号
5296,S39219,Прогресс М-20М
5297,S39221,「こうのとり」4 号機
5298,S39227,아리랑5호
5299,S39239,遥感卫星十七号
5300,S39240,遥感卫星十七号 副星一
5301,S39241,遥感卫星十七号 副星二
5302,S39249,Гонец-М
5303,S39250,Гонец-М
5304,S39251,Гонец-М
5305,S39260,第三颗“风云三号”
5306,S39262,快舟一号
5307,S39263,Союз ТМА-10М
5308,S39358,实践十六号卫星
5309,S39363,遥感卫星十八号
5310,S39373,Союз ТМА-11М
5311,S39375,Радуга-1М
5312,S39410,遥感卫星十九号
5313,S39419,دبي سات 2
5314,S39422,『과학기술위성 3호』
5315,S39455,试验五号卫星
5316,S39456,Прогресс М-21М
5317,S39458,嫦娥三号
5318,S39483,Космос-2488
5319,S39484,Космос-2489
5320,S39485,Космос-2490
5321,S39487,Экспресс-АМ5
5322,S39490,СКРЛ-756
5323,S39491,СКРЛ-756
5324,S39492,АИСТ-1
5325,S39497,Космос-2491
5326,S39500,ดาวเทียมไทยคม 6
5327,S39506,Прогресс М-22М
5328,S39573,ハヤトⅡ
5329,S39574,ぎんれい
5330,S39575,こすもず
5331,S39577,結
5332,S39579,源内
5333,S39612,Экспресс-АТ1
5334,S39613,Экспресс-АТ2
5335,S39620,Космос-2494
5336,S39622,Союз ТМА-12М
5337,S39624,实践十一号06星
5338,S39648,Прогресс М-23М
5339,S39650,אופק 10
5340,S39678,مصر سات  2
5341,S39727,Луч-5В
5342,S39728,Қазсат-3
5343,S39732,Космос-2495
5344,S39761,Космос-2496
5345,S39762,Космос-2497
5346,S39763,Космос-2498
5347,S39765,Космос-2499
5348,S39766,だいち2号
5349,S39769,雷神２
5350,S39775,Союз ТМА-13М
5351,S40001,Космос-2500
5352,S40011,ほどよし 4
5353,S40015,ほどよし 3
5354,S40017,ТаблетСат-Аврора
5355,S40043,دجلة
5356,S40061,Гонец-М
5357,S40062,Гонец-М
5358,S40063,Гонец-М
5359,S40069,"""Метеор-М"" № 2"
5360,S40070,Рэлек
5361,S40095,Фотон-М № 4
5362,S40097,Прогресс М-24М
5363,S40103,Georges Lemaître
5364,S40107,亞洲八號衛星
5365,S40109,遥感卫星二十号
5366,S40110,遥感卫星二十号 副星一
5367,S40111,遥感卫星二十号 副星二
5368,S40118,高分二号
5369,S40136,灵巧通信试验卫星
5370,S40137,创新一号０４星
5371,S40141,亞洲六號衛星
5372,S40143,遥感卫星二十一号
5373,S40144,天拓二号卫星
5374,S40246,Союз ТМА-14М
5375,S40258,Луч
5376,S40261,实践十一号07星
5377,S40267,ひまわり８号
5378,S40275,遥感卫星二十二号
5379,S40277,Экспресс-АМ6
5380,S40283,嫦娥五号飞行试验器
5381,S40286,实践十一号08星
5382,S40292,Прогресс М-25М
5383,S40296,Меридиан № 17
5384,S40298,アスナロ-1
5385,S40299,ほどよし1
5386,S40300,金シャチ１号
5387,S40301,つくし
5388,S40302,燕
5389,S40305,遥感卫星二十三号
5390,S40310,遥感卫星二十四号
5391,S40311,快舟二号
5392,S40312,Союз ТМА-15М
5393,S40315,Глонасс-К
5394,S40319,はやぶさ２
5395,S40320,しんえん２
5396,S40336,中巴地球资源卫星04星
5397,S40338,遥感卫星二十五号
5398,S40339,遥感卫星二十五号 副星一
5399,S40340,遥感卫星二十五号 副星二
5400,S40345,Ямал-401
5401,S40353,Кондор-Э
5402,S40355,габаритно-массового макета ПН
5403,S40358,Космос-2502
5404,S40360,"""Ресурс-П"" №2"
5405,S40362,遥感卫星二十六号
5406,S40367,风云二号08星
5407,S40381,情報収集衛星レーダ予備機
5408,S40387,فجر
5409,S40392,Прогресс М-26М
5410,S40420,Космос-2503
5411,S40505,Экспресс-АМ7
5412,S40536,아리랑3A호
5413,S40538,情報収集衛星光学5号機
5414,S40542,Союз ТМА-16М
5415,S40549,第17颗北斗导航卫星
5416,S40552,Гонец-М №21
5417,S40553,Гонец-М №22
5418,S40554,Гонец-М №23
5419,S40555,Космос-2504
5420,S40619,Прогресс М-27М
5421,S40667,Космос-2505
5422,S40699,Космос-2506
5423,S40701,高分八号卫星
5424,S40713,Прогресс М-28М
5425,S40744,Союз ТМА-17М
5426,S40748,18颗北斗导航卫星
5427,S40749,19颗北斗导航卫星
5428,S40873,「こうのとり」5号機
5429,S40878,遥感二十七号卫星
5430,S40885,Союз ТМА-18М
5431,S40892,通信技术试验卫星一号
5432,S40894,高分九号卫星
5433,S40895,Экспресс-АМ8
5434,S40899,吕梁一号
5435,S40900,智能号手机卫星
5436,S40901,浙大皮星二号A
5437,S40902,浙大皮星二号B
5438,S40903,希望二号2A
5439,S40904,开拓一号
5440,S40905,纳星2号
5441,S40906,希望二号2C
5442,S40907,希望二号2D
5443,S40908,紫丁香二号
5444,S40909,希望二号2E
5445,S40910,希望二号2F
5446,S40911,希望二号2B
5447,S40920,Космос-2507
5448,S40921,Космос-2508
5449,S40922,Космос-2509
5450,S40925,浦江一号卫星
5451,S40926,上科大二号卫星
5452,S40927,天网一号
5453,S40928,天网一号
5454,S40938,第20颗北斗导航卫星
5455,S40944,Прогресс М-29М
5456,S40958,吉林一号光学A星
5457,S40959,吉林一号视频星
5458,S40960,吉林一号视频星
5459,S40961,吉林一号技术验证星
5460,S40982,亞太9號衛星
5461,S40988,天绘一号03星
5462,S41021,中星2C
5463,S41032,Космос-2510
5464,S41038,遥感二十九号卫星
5465,S41098,Космос-2511
5466,S41099,Космос-2512
5467,S41103,中星1C
5468,S41105,Электро-Л № 2
5469,S41121,Космос-2513
5470,S41124,Союз ТМА-19М
5471,S41173,悟空
5472,S41177,Прогресс МС
5473,S41191,Экспресс-АМУ1
5474,S41194,高分四号卫星
5475,S41315,第21颗北斗导航卫星
5476,S41330,Космос-2514
5477,S41332,광명성-4
5478,S41337,ひとみ
5479,S41338,金シャチ2号
5480,S41339,金シャチ3号
5481,S41340,鳳龍四号
5482,S41386,Ресурс-П №3
5483,S41391,Союз ТМА-20М
5484,S41394,Космос-2515
5485,S41434,二十二颗北斗导航卫星
5486,S41436,Прогресс МС-02
5487,S41448,实践十号
5488,S41455,实践十号
5489,S41464,Ломоносов
5490,S41465,Аист-2Д
5491,S41466,СамСат-218
5492,S41473,遥感卫星三十号
5493,S41554,Космос-2516
5494,S41556,资源三号02星
5495,S41557,ÑuSat 1
5496,S41558,ÑuSat 2
5497,S41579,Космос-2517
5498,S41586,第二十三颗北斗导航卫星
5499,S41624,远征-1A
